any;municipi;concepte;estat;valor
2019;Cassà de la Selva;renda mitjana per persona;;96,4
2019;Casserres;població ocupada;;109,5
2019;Casserres;treballadors de baixa qualificació;;101,9
2019;Casserres;població amb estudis baixos;;102,7
2019;Casserres;població jove sense estudis postobligatoris;;96,0
2019;Casserres;estrangers de països de renda baixa o mitjana;;83,5
2019;Casserres;renda mitjana per persona;;98,5
2019;Castell de l'Areny;població ocupada;;117,8
2019;Castell de l'Areny;treballadors de baixa qualificació;..;null
2019;Castell de l'Areny;població amb estudis baixos;;64,1
2019;Castell de l'Areny;població jove sense estudis postobligatoris;..;null
2019;Castell de l'Areny;estrangers de països de renda baixa o mitjana;;78,3
2019;Castell de l'Areny;renda mitjana per persona;;107,3
2019;Castell de Mur;població ocupada;;100,9
2019;Castell de Mur;treballadors de baixa qualificació;..;null
2019;Castell de Mur;població amb estudis baixos;;107,4
2019;Castell de Mur;població jove sense estudis postobligatoris;..;null
2019;Castell de Mur;estrangers de països de renda baixa o mitjana;;81,4
2019;Castell de Mur;renda mitjana per persona;;102,7
2019;Castellar de la Ribera;població ocupada;;133,4
2019;Castellar de la Ribera;treballadors de baixa qualificació;..;null
2019;Castellar de la Ribera;població amb estudis baixos;;115,6
2019;Castellar de la Ribera;població jove sense estudis postobligatoris;..;null
2019;Castellar de la Ribera;estrangers de països de renda baixa o mitjana;;84,0
2019;Castellar de la Ribera;renda mitjana per persona;;91,0
2019;Castellar de n'Hug;població ocupada;;97,4
2019;Castellar de n'Hug;treballadors de baixa qualificació;..;null
2019;Castellar de n'Hug;població amb estudis baixos;;106,3
2019;Castellar de n'Hug;població jove sense estudis postobligatoris;..;null
2019;Castellar de n'Hug;estrangers de països de renda baixa o mitjana;;81,9
2019;Castellar de n'Hug;renda mitjana per persona;;100,6
2019;Castellar del Riu;població ocupada;;123,7
2019;Castellar del Riu;treballadors de baixa qualificació;..;null
2019;Castellar del Riu;població amb estudis baixos;;86,1
2019;Castellar del Riu;població jove sense estudis postobligatoris;..;null
2019;Castellar del Riu;estrangers de països de renda baixa o mitjana;;78,3
2019;Castellar del Riu;renda mitjana per persona;;103,8
2019;Castellar del Vallès;població ocupada;;112,8
2019;Castellar del Vallès;treballadors de baixa qualificació;;92,5
2019;Castellar del Vallès;població amb estudis baixos;;91,0
2019;Castellar del Vallès;població jove sense estudis postobligatoris;;94,1
2019;Castellar del Vallès;estrangers de països de renda baixa o mitjana;;84,7
2019;Castellar del Vallès;renda mitjana per persona;;102,9
2019;Castellbell i el Vilar;població ocupada;;105,5
2019;Castellbell i el Vilar;treballadors de baixa qualificació;;109,2
2019;Castellbell i el Vilar;població amb estudis baixos;;89,1
2019;Castellbell i el Vilar;població jove sense estudis postobligatoris;;115,0
2019;Castellbell i el Vilar;estrangers de països de renda baixa o mitjana;;86,3
2019;Castellbell i el Vilar;renda mitjana per persona;;93,6
2019;Castellbisbal;població ocupada;;117,7
2019;Castellbisbal;treballadors de baixa qualificació;;94,9
2019;Castellbisbal;població amb estudis baixos;;93,0
2019;Castellbisbal;població jove sense estudis postobligatoris;;94,9
2019;Castellbisbal;estrangers de països de renda baixa o mitjana;;87,2
2019;Castellbisbal;renda mitjana per persona;;100,8
2019;Castellcir;població ocupada;;111,6
2019;Castellcir;treballadors de baixa qualificació;..;null
2019;Castellcir;població amb estudis baixos;;82,7
2019;Castellcir;població jove sense estudis postobligatoris;..;null
2019;Castellcir;estrangers de països de renda baixa o mitjana;;91,8
2019;Castellcir;renda mitjana per persona;;99,1
2019;Castelldans;població ocupada;;102,2
2019;Castelldans;treballadors de baixa qualificació;..;null
2019;Castelldans;població amb estudis baixos;;110,6
2019;Castelldans;població jove sense estudis postobligatoris;..;null
2019;Castelldans;estrangers de països de renda baixa o mitjana;;101,8
2019;Castelldans;renda mitjana per persona;;89,4
2019;Castelldefels;població ocupada;;97,4
2019;Castelldefels;treballadors de baixa qualificació;;88,3
2019;Castelldefels;població amb estudis baixos;;85,3
2019;Castelldefels;població jove sense estudis postobligatoris;;92,2
2019;Castelldefels;estrangers de països de renda baixa o mitjana;;99,4
2019;Castelldefels;renda mitjana per persona;;107,8
2019;Castellet i la Gornal;població ocupada;;107,7
2019;Castellet i la Gornal;treballadors de baixa qualificació;;102,3
2019;Castellet i la Gornal;població amb estudis baixos;;94,8
2019;Castellet i la Gornal;població jove sense estudis postobligatoris;;107,3
2019;Castellet i la Gornal;estrangers de països de renda baixa o mitjana;;85,1
2019;Castellet i la Gornal;renda mitjana per persona;;94,9
2019;Castellfollit de la Roca;població ocupada;;114,6
2019;Castellfollit de la Roca;treballadors de baixa qualificació;..;null
2019;Castellfollit de la Roca;població amb estudis baixos;;103,1
2019;Castellfollit de la Roca;població jove sense estudis postobligatoris;..;null
2019;Castellfollit de la Roca;estrangers de països de renda baixa o mitjana;;99,8
2019;Castellfollit de la Roca;renda mitjana per persona;;97,2
2019;Castellfollit de Riubregós;població ocupada;;131,0
2019;Castellfollit de Riubregós;treballadors de baixa qualificació;..;null
2019;Castellfollit de Riubregós;població amb estudis baixos;;77,6
2019;Castellfollit de Riubregós;població jove sense estudis postobligatoris;..;null
2019;Castellfollit de Riubregós;estrangers de països de renda baixa o mitjana;;80,8
2019;Castellfollit de Riubregós;renda mitjana per persona;;104,0
2019;Castellfollit del Boix;població ocupada;;124,4
2019;Castellfollit del Boix;treballadors de baixa qualificació;..;null
2019;Castellfollit del Boix;població amb estudis baixos;;96,8
2019;Castellfollit del Boix;població jove sense estudis postobligatoris;..;null
2019;Castellfollit del Boix;estrangers de països de renda baixa o mitjana;;81,4
2019;Castellfollit del Boix;renda mitjana per persona;;97,0
2019;Castellgalí;població ocupada;;111,5
2019;Castellgalí;treballadors de baixa qualificació;;97,2
2019;Castellgalí;població amb estudis baixos;;98,3
2019;Castellgalí;població jove sense estudis postobligatoris;;108,1
2019;Castellgalí;estrangers de països de renda baixa o mitjana;;82,4
2019;Castellgalí;renda mitjana per persona;;99,0
2019;Castellnou de Bages;població ocupada;;121,6
2019;Castellnou de Bages;treballadors de baixa qualificació;;93,9
2019;Castellnou de Bages;població amb estudis baixos;;77,8
2019;Castellnou de Bages;població jove sense estudis postobligatoris;;99,0
2019;Castellnou de Bages;estrangers de països de renda baixa o mitjana;;88,7
2019;Castellnou de Bages;renda mitjana per persona;;103,8
2019;Castellnou de Seana;població ocupada;;101,5
2019;Castellnou de Seana;treballadors de baixa qualificació;..;null
2019;Castellnou de Seana;població amb estudis baixos;;137,0
2019;Castellnou de Seana;població jove sense estudis postobligatoris;..;null
2019;Castellnou de Seana;estrangers de països de renda baixa o mitjana;;92,3
2019;Castellnou de Seana;renda mitjana per persona;;89,9
2019;Castelló d'Empúries;població ocupada;;80,4
2019;Castelló d'Empúries;treballadors de baixa qualificació;;116,7
2019;Castelló d'Empúries;població amb estudis baixos;;118,6
2019;Castelló d'Empúries;població jove sense estudis postobligatoris;;118,9
2019;Castelló d'Empúries;estrangers de països de renda baixa o mitjana;;126,3
2019;Castelló d'Empúries;renda mitjana per persona;;84,7
2019;Castelló de Farfanya;població ocupada;;97,3
2019;Castelló de Farfanya;treballadors de baixa qualificació;..;null
2019;Castelló de Farfanya;població amb estudis baixos;;94,0
2019;Castelló de Farfanya;població jove sense estudis postobligatoris;..;null
2019;Castelló de Farfanya;estrangers de països de renda baixa o mitjana;;95,1
2019;Castelló de Farfanya;renda mitjana per persona;;89,6
2019;Castellolí;població ocupada;;135,9
2019;Castellolí;treballadors de baixa qualificació;..;null
2019;Castellolí;població amb estudis baixos;;77,3
2019;Castellolí;població jove sense estudis postobligatoris;..;null
2019;Castellolí;estrangers de països de renda baixa o mitjana;;79,5
2019;Castellolí;renda mitjana per persona;;111,4
2019;Castell-Platja d'Aro;població ocupada;;80,9
2019;Castell-Platja d'Aro;treballadors de baixa qualificació;;104,0
2019;Castell-Platja d'Aro;població amb estudis baixos;;90,8
2019;Castell-Platja d'Aro;població jove sense estudis postobligatoris;;110,4
2019;Castell-Platja d'Aro;estrangers de països de renda baixa o mitjana;;123,4
2019;Castell-Platja d'Aro;renda mitjana per persona;;94,1
2019;Castellserà;població ocupada;;110,6
2019;Castellserà;treballadors de baixa qualificació;;109,4
2019;Castellserà;població amb estudis baixos;;112,8
2019;Castellserà;població jove sense estudis postobligatoris;;107,6
2019;Castellserà;estrangers de països de renda baixa o mitjana;;91,3
2019;Castellserà;renda mitjana per persona;;91,3
2019;Castellterçol;població ocupada;;110,9
2019;Castellterçol;treballadors de baixa qualificació;;105,8
2019;Castellterçol;població amb estudis baixos;;106,1
2019;Castellterçol;població jove sense estudis postobligatoris;;98,0
2019;Castellterçol;estrangers de països de renda baixa o mitjana;;88,6
2019;Castellterçol;renda mitjana per persona;;97,5
2019;Castellvell del Camp;població ocupada;;112,6
2019;Castellvell del Camp;treballadors de baixa qualificació;;86,7
2019;Castellvell del Camp;població amb estudis baixos;;77,3
2019;Castellvell del Camp;població jove sense estudis postobligatoris;;90,9
2019;Castellvell del Camp;estrangers de països de renda baixa o mitjana;;81,1
2019;Castellvell del Camp;renda mitjana per persona;;110,5
2019;Castellví de la Marca;població ocupada;;114,6
2019;Castellví de la Marca;treballadors de baixa qualificació;;99,4
2019;Castellví de la Marca;població amb estudis baixos;;104,9
2019;Castellví de la Marca;població jove sense estudis postobligatoris;;96,7
2019;Castellví de la Marca;estrangers de països de renda baixa o mitjana;;91,4
2019;Castellví de la Marca;renda mitjana per persona;;95,5
2019;Castellví de Rosanes;població ocupada;;111,7
2019;Castellví de Rosanes;treballadors de baixa qualificació;;86,5
2019;Castellví de Rosanes;població amb estudis baixos;;89,8
2019;Castellví de Rosanes;població jove sense estudis postobligatoris;;89,7
2019;Castellví de Rosanes;estrangers de països de renda baixa o mitjana;;83,0
2019;Castellví de Rosanes;renda mitjana per persona;;110,3
2019;Catllar, el;població ocupada;;108,8
2019;Catllar, el;treballadors de baixa qualificació;;90,1
2019;Catllar, el;població amb estudis baixos;;83,8
2019;Catllar, el;població jove sense estudis postobligatoris;;96,8
2019;Catllar, el;estrangers de països de renda baixa o mitjana;;88,4
2019;Catllar, el;renda mitjana per persona;;103,7
2019;Cava;població ocupada;;74,6
2019;Cava;treballadors de baixa qualificació;..;null
2019;Cava;població amb estudis baixos;;119,3
2019;Cava;població jove sense estudis postobligatoris;..;null
2019;Cava;estrangers de països de renda baixa o mitjana;;78,3
2019;Cava;renda mitjana per persona;;105,7
2019;Cellera de Ter, la;població ocupada;;104,9
2019;Cellera de Ter, la;treballadors de baixa qualificació;;94,1
2019;Cellera de Ter, la;població amb estudis baixos;;118,2
2019;Cellera de Ter, la;població jove sense estudis postobligatoris;;102,2
2019;Cellera de Ter, la;estrangers de països de renda baixa o mitjana;;91,2
2019;Cellera de Ter, la;renda mitjana per persona;;95,3
2019;Celrà;població ocupada;;119,9
2019;Celrà;treballadors de baixa qualificació;;103,0
2019;Celrà;població amb estudis baixos;;103,0
2019;Celrà;població jove sense estudis postobligatoris;;115,8
2019;Celrà;estrangers de països de renda baixa o mitjana;;119,1
2019;Celrà;renda mitjana per persona;;97,5
2019;Centelles;població ocupada;;115,7
2019;Centelles;treballadors de baixa qualificació;;106,3
2019;Centelles;població amb estudis baixos;;97,3
2019;Centelles;població jove sense estudis postobligatoris;;98,6
2019;Centelles;estrangers de països de renda baixa o mitjana;;86,1
2019;Centelles;renda mitjana per persona;;98,9
2019;Cercs;població ocupada;;94,7
2019;Cercs;treballadors de baixa qualificació;;104,7
2019;Cercs;població amb estudis baixos;;118,9
2019;Cercs;població jove sense estudis postobligatoris;;95,4
2019;Cercs;estrangers de països de renda baixa o mitjana;;82,0
2019;Cercs;renda mitjana per persona;;99,9
2019;Cerdanyola del Vallès;població ocupada;;102,4
2019;Cerdanyola del Vallès;treballadors de baixa qualificació;;92,9
2019;Cerdanyola del Vallès;població amb estudis baixos;;91,1
2019;Cerdanyola del Vallès;població jove sense estudis postobligatoris;;88,6
2019;Cerdanyola del Vallès;estrangers de països de renda baixa o mitjana;;91,5
2019;Cerdanyola del Vallès;renda mitjana per persona;;106,4
2019;Cervelló;població ocupada;;113,4
2019;Cervelló;treballadors de baixa qualificació;;86,5
2019;Cervelló;població amb estudis baixos;;88,5
2019;Cervelló;població jove sense estudis postobligatoris;;92,7
2019;Cervelló;estrangers de països de renda baixa o mitjana;;85,4
2019;Cervelló;renda mitjana per persona;;108,6
2019;Cervera;població ocupada;;101,9
2019;Cervera;treballadors de baixa qualificació;;113,0
2019;Cervera;població amb estudis baixos;;119,2
2019;Cervera;població jove sense estudis postobligatoris;;119,8
2019;Cervera;estrangers de països de renda baixa o mitjana;;117,7
2019;Cervera;renda mitjana per persona;;90,6
2019;Cervià de les Garrigues;població ocupada;;90,5
2019;Cervià de les Garrigues;treballadors de baixa qualificació;..;null
2019;Cervià de les Garrigues;població amb estudis baixos;;128,4
2019;Cervià de les Garrigues;població jove sense estudis postobligatoris;..;null
2019;Cervià de les Garrigues;estrangers de països de renda baixa o mitjana;;83,1
2019;Cervià de les Garrigues;renda mitjana per persona;;81,9
2019;Cervià de Ter;població ocupada;;112,7
2019;Cervià de Ter;treballadors de baixa qualificació;..;null
2019;Cervià de Ter;població amb estudis baixos;;92,1
2019;Cervià de Ter;població jove sense estudis postobligatoris;..;null
2019;Cervià de Ter;estrangers de països de renda baixa o mitjana;;97,9
2019;Cervià de Ter;renda mitjana per persona;;101,9
2019;Cistella;població ocupada;;104,0
2019;Cistella;treballadors de baixa qualificació;..;null
2019;Cistella;població amb estudis baixos;;92,6
2019;Cistella;població jove sense estudis postobligatoris;..;null
2019;Cistella;estrangers de països de renda baixa o mitjana;;82,4
2019;Cistella;renda mitjana per persona;;98,0
2019;Ciutadilla;població ocupada;;123,9
2019;Ciutadilla;treballadors de baixa qualificació;..;null
2019;Ciutadilla;població amb estudis baixos;;94,3
2019;Ciutadilla;població jove sense estudis postobligatoris;..;null
2019;Ciutadilla;estrangers de països de renda baixa o mitjana;;81,1
2019;Ciutadilla;renda mitjana per persona;;94,1
2019;Clariana de Cardener;població ocupada;;116,6
2019;Clariana de Cardener;treballadors de baixa qualificació;..;null
2019;Clariana de Cardener;població amb estudis baixos;;84,8
2019;Clariana de Cardener;població jove sense estudis postobligatoris;..;null
2019;Clariana de Cardener;estrangers de països de renda baixa o mitjana;;83,2
2019;Clariana de Cardener;renda mitjana per persona;;92,4
2019;Cogul, el;població ocupada;;111,3
2019;Cogul, el;treballadors de baixa qualificació;..;null
2019;Cogul, el;població amb estudis baixos;;125,9
2019;Cogul, el;població jove sense estudis postobligatoris;..;null
2019;Cogul, el;estrangers de països de renda baixa o mitjana;;88,0
2019;Cogul, el;renda mitjana per persona;;85,0
2019;Colera;població ocupada;;73,6
2019;Colera;treballadors de baixa qualificació;..;null
2019;Colera;població amb estudis baixos;;105,1
2019;Colera;població jove sense estudis postobligatoris;..;null
2019;Colera;estrangers de països de renda baixa o mitjana;;88,5
2019;Colera;renda mitjana per persona;;106,7
2019;Coll de Nargó;població ocupada;;96,5
2019;Coll de Nargó;treballadors de baixa qualificació;..;null
2019;Coll de Nargó;població amb estudis baixos;;127,2
2019;Coll de Nargó;població jove sense estudis postobligatoris;..;null
2019;Coll de Nargó;estrangers de països de renda baixa o mitjana;;87,3
2019;Coll de Nargó;renda mitjana per persona;;93,4
2019;Collbató;població ocupada;;118,7
2019;Collbató;treballadors de baixa qualificació;;88,1
2019;Collbató;població amb estudis baixos;;79,5
2019;Collbató;població jove sense estudis postobligatoris;;90,1
2019;Collbató;estrangers de països de renda baixa o mitjana;;82,9
2019;Collbató;renda mitjana per persona;;113,0
2019;Colldejou;població ocupada;;84,1
2019;Colldejou;treballadors de baixa qualificació;..;null
2019;Colldejou;població amb estudis baixos;;77,5
2019;Colldejou;població jove sense estudis postobligatoris;..;null
2019;Colldejou;estrangers de països de renda baixa o mitjana;;81,6
2019;Colldejou;renda mitjana per persona;;90,1
2019;Collsuspina;població ocupada;;127,1
2019;Collsuspina;treballadors de baixa qualificació;..;null
2019;Collsuspina;població amb estudis baixos;;94,5
2019;Collsuspina;població jove sense estudis postobligatoris;..;null
2019;Collsuspina;estrangers de països de renda baixa o mitjana;;81,1
2019;Collsuspina;renda mitjana per persona;;108,6
2019;Colomers;població ocupada;;106,6
2019;Colomers;treballadors de baixa qualificació;..;null
2019;Colomers;població amb estudis baixos;;88,8
2019;Colomers;població jove sense estudis postobligatoris;..;null
2019;Colomers;estrangers de països de renda baixa o mitjana;;84,8
2019;Colomers;renda mitjana per persona;;104,6
2019;Coma i la Pedra, la;població ocupada;;102,2
2019;Coma i la Pedra, la;treballadors de baixa qualificació;..;null
2019;Coma i la Pedra, la;població amb estudis baixos;;84,5
2019;Coma i la Pedra, la;població jove sense estudis postobligatoris;..;null
2019;Coma i la Pedra, la;estrangers de països de renda baixa o mitjana;;79,0
2019;Coma i la Pedra, la;renda mitjana per persona;;107,1
2019;Conca de Dalt;població ocupada;;90,6
2019;Conca de Dalt;treballadors de baixa qualificació;..;null
2019;Conca de Dalt;població amb estudis baixos;;116,2
2019;Conca de Dalt;població jove sense estudis postobligatoris;..;null
2019;Conca de Dalt;estrangers de països de renda baixa o mitjana;;80,1
2019;Conca de Dalt;renda mitjana per persona;;102,5
2019;Conesa;població ocupada;;72,9
2019;Conesa;treballadors de baixa qualificació;..;null
2019;Conesa;població amb estudis baixos;;98,8
2019;Conesa;població jove sense estudis postobligatoris;..;null
2019;Conesa;estrangers de països de renda baixa o mitjana;;83,9
2019;Conesa;renda mitjana per persona;;102,4
2019;Constantí;població ocupada;;80,2
2019;Constantí;treballadors de baixa qualificació;;113,1
2019;Constantí;població amb estudis baixos;;114,5
2019;Constantí;població jove sense estudis postobligatoris;;126,9
2019;Constantí;estrangers de països de renda baixa o mitjana;;110,7
2019;Constantí;renda mitjana per persona;;83,2
2019;Copons;població ocupada;;121,7
2019;Copons;treballadors de baixa qualificació;..;null
2019;Copons;població amb estudis baixos;;85,5
2019;Copons;població jove sense estudis postobligatoris;..;null
2019;Copons;estrangers de països de renda baixa o mitjana;;78,9
2019;Copons;renda mitjana per persona;;100,3
2019;Corbera d'Ebre;població ocupada;;108,3
2019;Corbera d'Ebre;treballadors de baixa qualificació;;115,6
2019;Corbera d'Ebre;població amb estudis baixos;;109,0
2019;Corbera d'Ebre;població jove sense estudis postobligatoris;;114,4
2019;Corbera d'Ebre;estrangers de països de renda baixa o mitjana;;102,4
2019;Corbera d'Ebre;renda mitjana per persona;;85,5
2019;Corbera de Llobregat;població ocupada;;110,5
2019;Corbera de Llobregat;treballadors de baixa qualificació;;87,1
2019;Corbera de Llobregat;població amb estudis baixos;;88,4
2019;Corbera de Llobregat;població jove sense estudis postobligatoris;;96,9
2019;Corbera de Llobregat;estrangers de països de renda baixa o mitjana;;90,7
2019;Corbera de Llobregat;renda mitjana per persona;;104,7
2019;Corbins;població ocupada;;118,3
2019;Corbins;treballadors de baixa qualificació;;106,8
2019;Corbins;població amb estudis baixos;;98,1
2019;Corbins;població jove sense estudis postobligatoris;;111,9
2019;Corbins;estrangers de països de renda baixa o mitjana;;102,1
2019;Corbins;renda mitjana per persona;;93,9
2019;Corçà;població ocupada;;111,1
2019;Corçà;treballadors de baixa qualificació;;102,8
2019;Corçà;població amb estudis baixos;;102,6
2019;Corçà;població jove sense estudis postobligatoris;;92,9
2019;Corçà;estrangers de països de renda baixa o mitjana;;87,1
2019;Corçà;renda mitjana per persona;;102,5
2019;Cornellà de Llobregat;població ocupada;;103,5
2019;Cornellà de Llobregat;treballadors de baixa qualificació;;102,9
2019;Cornellà de Llobregat;població amb estudis baixos;;105,0
2019;Cornellà de Llobregat;població jove sense estudis postobligatoris;;102,2
2019;Cornellà de Llobregat;estrangers de països de renda baixa o mitjana;;104,6
2019;Cornellà de Llobregat;renda mitjana per persona;;94,4
2019;Cornellà del Terri;població ocupada;;125,9
2019;Cornellà del Terri;treballadors de baixa qualificació;;96,6
2019;Cornellà del Terri;població amb estudis baixos;;84,3
2019;Cornellà del Terri;població jove sense estudis postobligatoris;;101,4
2019;Cornellà del Terri;estrangers de països de renda baixa o mitjana;;89,5
2019;Cornellà del Terri;renda mitjana per persona;;101,6
2019;Cornudella de Montsant;població ocupada;;108,4
2019;Cornudella de Montsant;treballadors de baixa qualificació;..;null
2019;Cornudella de Montsant;població amb estudis baixos;;91,4
2019;Cornudella de Montsant;població jove sense estudis postobligatoris;..;null
2019;Cornudella de Montsant;estrangers de països de renda baixa o mitjana;;91,5
2019;Cornudella de Montsant;renda mitjana per persona;;93,3
2019;Creixell;població ocupada;;80,9
2019;Creixell;treballadors de baixa qualificació;;105,2
2019;Creixell;població amb estudis baixos;;113,7
2019;Creixell;població jove sense estudis postobligatoris;;116,7
2019;Creixell;estrangers de països de renda baixa o mitjana;;100,4
2019;Creixell;renda mitjana per persona;;91,2
2019;Crespià;població ocupada;;118,9
2019;Crespià;treballadors de baixa qualificació;..;null
2019;Crespià;població amb estudis baixos;;79,4
2019;Crespià;població jove sense estudis postobligatoris;..;null
2019;Crespià;estrangers de països de renda baixa o mitjana;;101,6
2019;Crespià;renda mitjana per persona;;89,2
2019;Cruïlles, Monells i Sant Sadurní de l'Heura;població ocupada;;103,1
2019;Cruïlles, Monells i Sant Sadurní de l'Heura;treballadors de baixa qualificació;;105,8
2019;Cruïlles, Monells i Sant Sadurní de l'Heura;població amb estudis baixos;;97,6
2019;Cruïlles, Monells i Sant Sadurní de l'Heura;població jove sense estudis postobligatoris;;105,3
2019;Cruïlles, Monells i Sant Sadurní de l'Heura;estrangers de països de renda baixa o mitjana;;87,9
2019;Cruïlles, Monells i Sant Sadurní de l'Heura;renda mitjana per persona;;102,2
2019;Cubelles;població ocupada;;98,0
2019;Cubelles;treballadors de baixa qualificació;;94,1
2019;Cubelles;població amb estudis baixos;;90,2
2019;Cubelles;població jove sense estudis postobligatoris;;102,9
2019;Cubelles;estrangers de països de renda baixa o mitjana;;90,2
2019;Cubelles;renda mitjana per persona;;98,0
2019;Cubells;població ocupada;;111,8
2019;Cubells;treballadors de baixa qualificació;..;null
2019;Cubells;població amb estudis baixos;;107,0
2019;Cubells;població jove sense estudis postobligatoris;..;null
2019;Cubells;estrangers de països de renda baixa o mitjana;;88,9
2019;Cubells;renda mitjana per persona;;94,5
2019;Cunit;població ocupada;;82,5
2019;Cunit;treballadors de baixa qualificació;;105,2
2019;Cunit;població amb estudis baixos;;107,1
2019;Cunit;població jove sense estudis postobligatoris;;119,5
2019;Cunit;estrangers de països de renda baixa o mitjana;;99,7
2019;Cunit;renda mitjana per persona;;89,3
2019;Darnius;població ocupada;;86,2
2019;Darnius;treballadors de baixa qualificació;..;null
2019;Darnius;població amb estudis baixos;;73,5
2019;Darnius;població jove sense estudis postobligatoris;..;null
2019;Darnius;estrangers de països de renda baixa o mitjana;;87,8
2019;Darnius;renda mitjana per persona;;92,9
2019;Das;població ocupada;;116,2
2019;Das;treballadors de baixa qualificació;..;null
2019;Das;població amb estudis baixos;;73,6
2019;Das;població jove sense estudis postobligatoris;..;null
2019;Das;estrangers de països de renda baixa o mitjana;;86,6
2019;Das;renda mitjana per persona;;119,9
2019;Deltebre;població ocupada;;85,1
2019;Deltebre;treballadors de baixa qualificació;;106,9
2019;Deltebre;població amb estudis baixos;;101,2
2019;Deltebre;població jove sense estudis postobligatoris;;112,4
2019;Deltebre;estrangers de països de renda baixa o mitjana;;93,7
2019;Deltebre;renda mitjana per persona;;84,1
2019;Dosrius;població ocupada;;113,1
2019;Dosrius;treballadors de baixa qualificació;;93,7
2019;Dosrius;població amb estudis baixos;;80,8
2019;Dosrius;població jove sense estudis postobligatoris;;95,0
2019;Dosrius;estrangers de països de renda baixa o mitjana;;85,8
2019;Dosrius;renda mitjana per persona;;98,6
2019;Duesaigües;població ocupada;;73,8
2019;Duesaigües;treballadors de baixa qualificació;..;null
2019;Duesaigües;població amb estudis baixos;;96,2
2019;Duesaigües;població jove sense estudis postobligatoris;..;null
2019;Duesaigües;estrangers de països de renda baixa o mitjana;;103,3
2019;Duesaigües;renda mitjana per persona;;90,9
2019;Escala, l';població ocupada;;75,8
2019;Escala, l';treballadors de baixa qualificació;;117,9
2019;Escala, l';població amb estudis baixos;;102,7
2019;Escala, l';població jove sense estudis postobligatoris;;116,8
2019;Escala, l';estrangers de països de renda baixa o mitjana;;111,1
2019;Escala, l';renda mitjana per persona;;92,6
2019;Esparreguera;població ocupada;;103,3
2019;Esparreguera;treballadors de baixa qualificació;;99,6
2019;Esparreguera;població amb estudis baixos;;99,5
2019;Esparreguera;població jove sense estudis postobligatoris;;108,2
2019;Esparreguera;estrangers de països de renda baixa o mitjana;;91,7
2019;Esparreguera;renda mitjana per persona;;98,4
2019;Espinelves;població ocupada;;130,2
2019;Espinelves;treballadors de baixa qualificació;..;null
2019;Espinelves;població amb estudis baixos;;90,0
2019;Espinelves;població jove sense estudis postobligatoris;..;null
2019;Espinelves;estrangers de països de renda baixa o mitjana;;85,4
2019;Espinelves;renda mitjana per persona;;107,9
2019;Espluga Calba, l';població ocupada;;107,7
2019;Espluga Calba, l';treballadors de baixa qualificació;..;null
2019;Espluga Calba, l';població amb estudis baixos;;103,9
2019;Espluga Calba, l';població jove sense estudis postobligatoris;..;null
2019;Espluga Calba, l';estrangers de països de renda baixa o mitjana;;90,1
2019;Espluga Calba, l';renda mitjana per persona;;86,8
2019;Espluga de Francolí, l';població ocupada;;112,7
2019;Espluga de Francolí, l';treballadors de baixa qualificació;;107,5
2019;Espluga de Francolí, l';població amb estudis baixos;;103,9
2019;Espluga de Francolí, l';població jove sense estudis postobligatoris;;101,1
2019;Espluga de Francolí, l';estrangers de països de renda baixa o mitjana;;100,6
2019;Espluga de Francolí, l';renda mitjana per persona;;95,1
2019;Esplugues de Llobregat;població ocupada;;103,7
2019;Esplugues de Llobregat;treballadors de baixa qualificació;;94,5
2019;Esplugues de Llobregat;població amb estudis baixos;;103,9
2019;Esplugues de Llobregat;població jove sense estudis postobligatoris;;89,8
2019;Esplugues de Llobregat;estrangers de països de renda baixa o mitjana;;96,2
2019;Esplugues de Llobregat;renda mitjana per persona;;106,8
2019;Espolla;població ocupada;;107,7
2019;Espolla;treballadors de baixa qualificació;..;null
2019;Espolla;població amb estudis baixos;;101,1
2019;Espolla;població jove sense estudis postobligatoris;..;null
2019;Espolla;estrangers de països de renda baixa o mitjana;;86,6
2019;Espolla;renda mitjana per persona;;103,3
2019;Esponellà;població ocupada;;111,9
2019;Esponellà;treballadors de baixa qualificació;..;null
2019;Esponellà;població amb estudis baixos;;91,9
2019;Esponellà;població jove sense estudis postobligatoris;..;null
2019;Esponellà;estrangers de països de renda baixa o mitjana;;83,1
2019;Esponellà;renda mitjana per persona;;101,8
2019;Espot;població ocupada;;118,1
2019;Espot;treballadors de baixa qualificació;..;null
2019;Espot;població amb estudis baixos;;78,1
2019;Espot;població jove sense estudis postobligatoris;..;null
2019;Espot;estrangers de països de renda baixa o mitjana;;89,3
2019;Espot;renda mitjana per persona;;108,7
2019;Espunyola, l';població ocupada;;117,9
2019;Espunyola, l';treballadors de baixa qualificació;..;null
2019;Espunyola, l';població amb estudis baixos;;106,2
2019;Espunyola, l';població jove sense estudis postobligatoris;..;null
2019;Espunyola, l';estrangers de països de renda baixa o mitjana;;80,6
2019;Espunyola, l';renda mitjana per persona;;96,0
2019;Esquirol, l';població ocupada;;113,0
2019;Esquirol, l';treballadors de baixa qualificació;;105,1
2019;Esquirol, l';població amb estudis baixos;;94,9
2019;Esquirol, l';població jove sense estudis postobligatoris;;92,2
2019;Esquirol, l';estrangers de països de renda baixa o mitjana;;86,5
2019;Esquirol, l';renda mitjana per persona;;105,1
2019;Estamariu;població ocupada;;102,5
