mes,comarques i Aran,concepte,sexe,estat,valor
04/2022,Ribera d'Ebre,persones vacunades amb primera dosi,total,,17929
04/2022,Ribera d'Ebre,persones vacunades amb segona dosi,homes,,8456
04/2022,Ribera d'Ebre,persones vacunades amb segona dosi,dones,,8498
04/2022,Ribera d'Ebre,persones vacunades amb segona dosi,total,,16954
04/2022,Ribera d'Ebre,persones vacunades amb dosi addicional,homes,,5255
04/2022,Ribera d'Ebre,persones vacunades amb dosi addicional,dones,,5862
04/2022,Ribera d'Ebre,persones vacunades amb dosi addicional,total,,11117
04/2022,Ribera d'Ebre,dosis administrades per cada 100 persones,homes,,207.1
04/2022,Ribera d'Ebre,dosis administrades per cada 100 persones,dones,,218.3
04/2022,Ribera d'Ebre,dosis administrades per cada 100 persones,total,,212.7
04/2022,Ribera d'Ebre,població vacunada amb primera dosi (%),homes,,82.0
04/2022,Ribera d'Ebre,població vacunada amb primera dosi (%),dones,,83.7
04/2022,Ribera d'Ebre,població vacunada amb primera dosi (%),total,,82.8
04/2022,Ribera d'Ebre,població vacunada amb segona dosi (%),homes,,77.1
04/2022,Ribera d'Ebre,població vacunada amb segona dosi (%),dones,,79.6
04/2022,Ribera d'Ebre,població vacunada amb segona dosi (%),total,,78.3
04/2022,Ribera d'Ebre,població vacunada amb dosi addicional (%),homes,,47.9
04/2022,Ribera d'Ebre,població vacunada amb dosi addicional (%),dones,,54.9
04/2022,Ribera d'Ebre,població vacunada amb dosi addicional (%),total,,51.4
04/2022,Ripollès,dosis administrades,homes,,24848
04/2022,Ripollès,dosis administrades,dones,,26382
04/2022,Ripollès,dosis administrades,total,,51230
04/2022,Ripollès,persones vacunades amb primera dosi,homes,,10185
04/2022,Ripollès,persones vacunades amb primera dosi,dones,,10517
04/2022,Ripollès,persones vacunades amb primera dosi,total,,20702
04/2022,Ripollès,persones vacunades amb segona dosi,homes,,9302
04/2022,Ripollès,persones vacunades amb segona dosi,dones,,9762
04/2022,Ripollès,persones vacunades amb segona dosi,total,,19064
04/2022,Ripollès,persones vacunades amb dosi addicional,homes,,5351
04/2022,Ripollès,persones vacunades amb dosi addicional,dones,,6097
04/2022,Ripollès,persones vacunades amb dosi addicional,total,,11448
04/2022,Ripollès,dosis administrades per cada 100 persones,homes,,197.8
04/2022,Ripollès,dosis administrades per cada 100 persones,dones,,210.9
04/2022,Ripollès,dosis administrades per cada 100 persones,total,,204.3
04/2022,Ripollès,població vacunada amb primera dosi (%),homes,,81.1
04/2022,Ripollès,població vacunada amb primera dosi (%),dones,,84.1
04/2022,Ripollès,població vacunada amb primera dosi (%),total,,82.6
04/2022,Ripollès,població vacunada amb segona dosi (%),homes,,74.1
04/2022,Ripollès,població vacunada amb segona dosi (%),dones,,78.0
04/2022,Ripollès,població vacunada amb segona dosi (%),total,,76.0
04/2022,Ripollès,població vacunada amb dosi addicional (%),homes,,42.6
04/2022,Ripollès,població vacunada amb dosi addicional (%),dones,,48.7
04/2022,Ripollès,població vacunada amb dosi addicional (%),total,,45.7
04/2022,Segarra,dosis administrades,homes,,21765
04/2022,Segarra,dosis administrades,dones,,20904
04/2022,Segarra,dosis administrades,total,,42669
04/2022,Segarra,persones vacunades amb primera dosi,homes,,9502
04/2022,Segarra,persones vacunades amb primera dosi,dones,,8705
04/2022,Segarra,persones vacunades amb primera dosi,total,,18207
04/2022,Segarra,persones vacunades amb segona dosi,homes,,8445
04/2022,Segarra,persones vacunades amb segona dosi,dones,,7948
04/2022,Segarra,persones vacunades amb segona dosi,total,,16393
04/2022,Segarra,persones vacunades amb dosi addicional,homes,,3804
04/2022,Segarra,persones vacunades amb dosi addicional,dones,,4249
04/2022,Segarra,persones vacunades amb dosi addicional,total,,8053
04/2022,Segarra,dosis administrades per cada 100 persones,homes,,183.4
04/2022,Segarra,dosis administrades per cada 100 persones,dones,,190.9
04/2022,Segarra,dosis administrades per cada 100 persones,total,,187.0
04/2022,Segarra,població vacunada amb primera dosi (%),homes,,80.1
04/2022,Segarra,població vacunada amb primera dosi (%),dones,,79.5
04/2022,Segarra,població vacunada amb primera dosi (%),total,,79.8
04/2022,Segarra,població vacunada amb segona dosi (%),homes,,71.1
04/2022,Segarra,població vacunada amb segona dosi (%),dones,,72.6
04/2022,Segarra,població vacunada amb segona dosi (%),total,,71.8
04/2022,Segarra,població vacunada amb dosi addicional (%),homes,,32.0
04/2022,Segarra,població vacunada amb dosi addicional (%),dones,,38.8
04/2022,Segarra,població vacunada amb dosi addicional (%),total,,35.3
04/2022,Segrià,dosis administrades,homes,,206406
04/2022,Segrià,dosis administrades,dones,,214974
04/2022,Segrià,dosis administrades,total,,421380
04/2022,Segrià,persones vacunades amb primera dosi,homes,,87932
04/2022,Segrià,persones vacunades amb primera dosi,dones,,87718
04/2022,Segrià,persones vacunades amb primera dosi,total,,175650
04/2022,Segrià,persones vacunades amb segona dosi,homes,,77785
04/2022,Segrià,persones vacunades amb segona dosi,dones,,79854
04/2022,Segrià,persones vacunades amb segona dosi,total,,157639
04/2022,Segrià,persones vacunades amb dosi addicional,homes,,40651
04/2022,Segrià,persones vacunades amb dosi addicional,dones,,47373
04/2022,Segrià,persones vacunades amb dosi addicional,total,,88024
04/2022,Segrià,dosis administrades per cada 100 persones,homes,,196.6
04/2022,Segrià,dosis administrades per cada 100 persones,dones,,207.0
04/2022,Segrià,dosis administrades per cada 100 persones,total,,201.8
04/2022,Segrià,població vacunada amb primera dosi (%),homes,,83.8
04/2022,Segrià,població vacunada amb primera dosi (%),dones,,84.5
04/2022,Segrià,població vacunada amb primera dosi (%),total,,84.1
04/2022,Segrià,població vacunada amb segona dosi (%),homes,,74.1
04/2022,Segrià,població vacunada amb segona dosi (%),dones,,76.9
04/2022,Segrià,població vacunada amb segona dosi (%),total,,75.5
04/2022,Segrià,població vacunada amb dosi addicional (%),homes,,38.7
04/2022,Segrià,població vacunada amb dosi addicional (%),dones,,45.6
04/2022,Segrià,població vacunada amb dosi addicional (%),total,,42.2
04/2022,Selva,dosis administrades,homes,,161918
04/2022,Selva,dosis administrades,dones,,166595
04/2022,Selva,dosis administrades,total,,328513
04/2022,Selva,persones vacunades amb primera dosi,homes,,68406
04/2022,Selva,persones vacunades amb primera dosi,dones,,68355
04/2022,Selva,persones vacunades amb primera dosi,total,,136761
04/2022,Selva,persones vacunades amb segona dosi,homes,,61823
04/2022,Selva,persones vacunades amb segona dosi,dones,,62716
04/2022,Selva,persones vacunades amb segona dosi,total,,124539
04/2022,Selva,persones vacunades amb dosi addicional,homes,,31634
04/2022,Selva,persones vacunades amb dosi addicional,dones,,35492
04/2022,Selva,persones vacunades amb dosi addicional,total,,67126
04/2022,Selva,dosis administrades per cada 100 persones,homes,,187.5
04/2022,Selva,dosis administrades per cada 100 persones,dones,,196.6
04/2022,Selva,dosis administrades per cada 100 persones,total,,192.0
04/2022,Selva,població vacunada amb primera dosi (%),homes,,79.2
04/2022,Selva,població vacunada amb primera dosi (%),dones,,80.7
04/2022,Selva,població vacunada amb primera dosi (%),total,,79.9
04/2022,Selva,població vacunada amb segona dosi (%),homes,,71.6
04/2022,Selva,població vacunada amb segona dosi (%),dones,,74.0
04/2022,Selva,població vacunada amb segona dosi (%),total,,72.8
04/2022,Selva,població vacunada amb dosi addicional (%),homes,,36.6
04/2022,Selva,població vacunada amb dosi addicional (%),dones,,41.9
04/2022,Selva,població vacunada amb dosi addicional (%),total,,39.2
04/2022,Solsonès,dosis administrades,homes,,12568
04/2022,Solsonès,dosis administrades,dones,,12826
04/2022,Solsonès,dosis administrades,total,,25394
04/2022,Solsonès,persones vacunades amb primera dosi,homes,,5361
04/2022,Solsonès,persones vacunades amb primera dosi,dones,,5301
04/2022,Solsonès,persones vacunades amb primera dosi,total,,10662
04/2022,Solsonès,persones vacunades amb segona dosi,homes,,4703
04/2022,Solsonès,persones vacunades amb segona dosi,dones,,4757
04/2022,Solsonès,persones vacunades amb segona dosi,total,,9460
04/2022,Solsonès,persones vacunades amb dosi addicional,homes,,2501
04/2022,Solsonès,persones vacunades amb dosi addicional,dones,,2765
04/2022,Solsonès,persones vacunades amb dosi addicional,total,,5266
04/2022,Solsonès,dosis administrades per cada 100 persones,homes,,180.6
04/2022,Solsonès,dosis administrades per cada 100 persones,dones,,189.1
04/2022,Solsonès,dosis administrades per cada 100 persones,total,,184.8
04/2022,Solsonès,població vacunada amb primera dosi (%),homes,,77.0
04/2022,Solsonès,població vacunada amb primera dosi (%),dones,,78.2
04/2022,Solsonès,població vacunada amb primera dosi (%),total,,77.6
04/2022,Solsonès,població vacunada amb segona dosi (%),homes,,67.6
04/2022,Solsonès,població vacunada amb segona dosi (%),dones,,70.1
04/2022,Solsonès,població vacunada amb segona dosi (%),total,,68.8
04/2022,Solsonès,població vacunada amb dosi addicional (%),homes,,35.9
04/2022,Solsonès,població vacunada amb dosi addicional (%),dones,,40.8
04/2022,Solsonès,població vacunada amb dosi addicional (%),total,,38.3
04/2022,Tarragonès,dosis administrades,homes,,252534
04/2022,Tarragonès,dosis administrades,dones,,270562
04/2022,Tarragonès,dosis administrades,total,,523096
04/2022,Tarragonès,persones vacunades amb primera dosi,homes,,105057
04/2022,Tarragonès,persones vacunades amb primera dosi,dones,,109538
04/2022,Tarragonès,persones vacunades amb primera dosi,total,,214595
04/2022,Tarragonès,persones vacunades amb segona dosi,homes,,95785
04/2022,Tarragonès,persones vacunades amb segona dosi,dones,,101341
04/2022,Tarragonès,persones vacunades amb segona dosi,total,,197126
04/2022,Tarragonès,persones vacunades amb dosi addicional,homes,,51619
04/2022,Tarragonès,persones vacunades amb dosi addicional,dones,,59635
04/2022,Tarragonès,persones vacunades amb dosi addicional,total,,111254
04/2022,Tarragonès,dosis administrades per cada 100 persones,homes,,194.0
04/2022,Tarragonès,dosis administrades per cada 100 persones,dones,,204.5
04/2022,Tarragonès,dosis administrades per cada 100 persones,total,,199.3
04/2022,Tarragonès,població vacunada amb primera dosi (%),homes,,80.7
04/2022,Tarragonès,població vacunada amb primera dosi (%),dones,,82.8
04/2022,Tarragonès,població vacunada amb primera dosi (%),total,,81.8
04/2022,Tarragonès,població vacunada amb segona dosi (%),homes,,73.6
04/2022,Tarragonès,població vacunada amb segona dosi (%),dones,,76.6
04/2022,Tarragonès,població vacunada amb segona dosi (%),total,,75.1
04/2022,Tarragonès,població vacunada amb dosi addicional (%),homes,,39.6
04/2022,Tarragonès,població vacunada amb dosi addicional (%),dones,,45.1
04/2022,Tarragonès,població vacunada amb dosi addicional (%),total,,42.4
04/2022,Terra Alta,dosis administrades,homes,,12378
04/2022,Terra Alta,dosis administrades,dones,,12466
04/2022,Terra Alta,dosis administrades,total,,24844
04/2022,Terra Alta,persones vacunades amb primera dosi,homes,,4778
04/2022,Terra Alta,persones vacunades amb primera dosi,dones,,4703
04/2022,Terra Alta,persones vacunades amb primera dosi,total,,9481
04/2022,Terra Alta,persones vacunades amb segona dosi,homes,,4577
04/2022,Terra Alta,persones vacunades amb segona dosi,dones,,4527
04/2022,Terra Alta,persones vacunades amb segona dosi,total,,9104
04/2022,Terra Alta,persones vacunades amb dosi addicional,homes,,3015
04/2022,Terra Alta,persones vacunades amb dosi addicional,dones,,3230
04/2022,Terra Alta,persones vacunades amb dosi addicional,total,,6245
04/2022,Terra Alta,dosis administrades per cada 100 persones,homes,,214.2
04/2022,Terra Alta,dosis administrades per cada 100 persones,dones,,227.0
04/2022,Terra Alta,dosis administrades per cada 100 persones,total,,220.4
04/2022,Terra Alta,població vacunada amb primera dosi (%),homes,,82.7
04/2022,Terra Alta,població vacunada amb primera dosi (%),dones,,85.6
04/2022,Terra Alta,població vacunada amb primera dosi (%),total,,84.1
04/2022,Terra Alta,població vacunada amb segona dosi (%),homes,,79.2
04/2022,Terra Alta,població vacunada amb segona dosi (%),dones,,82.4
04/2022,Terra Alta,població vacunada amb segona dosi (%),total,,80.8
04/2022,Terra Alta,població vacunada amb dosi addicional (%),homes,,52.2
04/2022,Terra Alta,població vacunada amb dosi addicional (%),dones,,58.8
04/2022,Terra Alta,població vacunada amb dosi addicional (%),total,,55.4
04/2022,Urgell,dosis administrades,homes,,35948
04/2022,Urgell,dosis administrades,dones,,37083
04/2022,Urgell,dosis administrades,total,,73031
04/2022,Urgell,persones vacunades amb primera dosi,homes,,15078
04/2022,Urgell,persones vacunades amb primera dosi,dones,,15051
04/2022,Urgell,persones vacunades amb primera dosi,total,,30129
04/2022,Urgell,persones vacunades amb segona dosi,homes,,13648
04/2022,Urgell,persones vacunades amb segona dosi,dones,,13904
04/2022,Urgell,persones vacunades amb segona dosi,total,,27552
04/2022,Urgell,persones vacunades amb dosi addicional,homes,,7215
04/2022,Urgell,persones vacunades amb dosi addicional,dones,,8126
04/2022,Urgell,persones vacunades amb dosi addicional,total,,15341
04/2022,Urgell,dosis administrades per cada 100 persones,homes,,192.1
04/2022,Urgell,dosis administrades per cada 100 persones,dones,,203.2
04/2022,Urgell,dosis administrades per cada 100 persones,total,,197.6
04/2022,Urgell,població vacunada amb primera dosi (%),homes,,80.6
04/2022,Urgell,població vacunada amb primera dosi (%),dones,,82.5
04/2022,Urgell,població vacunada amb primera dosi (%),total,,81.5
04/2022,Urgell,població vacunada amb segona dosi (%),homes,,72.9
04/2022,Urgell,població vacunada amb segona dosi (%),dones,,76.2
04/2022,Urgell,població vacunada amb segona dosi (%),total,,74.5
04/2022,Urgell,població vacunada amb dosi addicional (%),homes,,38.6
04/2022,Urgell,població vacunada amb dosi addicional (%),dones,,44.5
04/2022,Urgell,població vacunada amb dosi addicional (%),total,,41.5
04/2022,Vallès Occidental,dosis administrades,homes,,918338
04/2022,Vallès Occidental,dosis administrades,dones,,993284
04/2022,Vallès Occidental,dosis administrades,total,,1911622
04/2022,Vallès Occidental,persones vacunades amb primera dosi,homes,,384182
04/2022,Vallès Occidental,persones vacunades amb primera dosi,dones,,405020
04/2022,Vallès Occidental,persones vacunades amb primera dosi,total,,789202
04/2022,Vallès Occidental,persones vacunades amb segona dosi,homes,,349462
04/2022,Vallès Occidental,persones vacunades amb segona dosi,dones,,373558
04/2022,Vallès Occidental,persones vacunades amb segona dosi,total,,723020
04/2022,Vallès Occidental,persones vacunades amb dosi addicional,homes,,183403
04/2022,Vallès Occidental,persones vacunades amb dosi addicional,dones,,213687
04/2022,Vallès Occidental,persones vacunades amb dosi addicional,total,,397090
04/2022,Vallès Occidental,dosis administrades per cada 100 persones,homes,,199.6
04/2022,Vallès Occidental,dosis administrades per cada 100 persones,dones,,208.6
04/2022,Vallès Occidental,dosis administrades per cada 100 persones,total,,204.2
04/2022,Vallès Occidental,població vacunada amb primera dosi (%),homes,,83.5
04/2022,Vallès Occidental,població vacunada amb primera dosi (%),dones,,85.1
04/2022,Vallès Occidental,població vacunada amb primera dosi (%),total,,84.3
04/2022,Vallès Occidental,població vacunada amb segona dosi (%),homes,,76.0
04/2022,Vallès Occidental,població vacunada amb segona dosi (%),dones,,78.5
04/2022,Vallès Occidental,població vacunada amb segona dosi (%),total,,77.2
04/2022,Vallès Occidental,població vacunada amb dosi addicional (%),homes,,39.9
04/2022,Vallès Occidental,població vacunada amb dosi addicional (%),dones,,44.9
04/2022,Vallès Occidental,població vacunada amb dosi addicional (%),total,,42.4
04/2022,Vallès Oriental,dosis administrades,homes,,412655
04/2022,Vallès Oriental,dosis administrades,dones,,434218
04/2022,Vallès Oriental,dosis administrades,total,,846873
04/2022,Vallès Oriental,persones vacunades amb primera dosi,homes,,173145
04/2022,Vallès Oriental,persones vacunades amb primera dosi,dones,,176863
04/2022,Vallès Oriental,persones vacunades amb primera dosi,total,,350008
04/2022,Vallès Oriental,persones vacunades amb segona dosi,homes,,156364
04/2022,Vallès Oriental,persones vacunades amb segona dosi,dones,,162601
04/2022,Vallès Oriental,persones vacunades amb segona dosi,total,,318965
04/2022,Vallès Oriental,persones vacunades amb dosi addicional,homes,,82817
04/2022,Vallès Oriental,persones vacunades amb dosi addicional,dones,,94489
04/2022,Vallès Oriental,persones vacunades amb dosi addicional,total,,177306
04/2022,Vallès Oriental,dosis administrades per cada 100 persones,homes,,199.9
04/2022,Vallès Oriental,dosis administrades per cada 100 persones,dones,,209.8
04/2022,Vallès Oriental,dosis administrades per cada 100 persones,total,,204.8
04/2022,Vallès Oriental,població vacunada amb primera dosi (%),homes,,83.9
04/2022,Vallès Oriental,població vacunada amb primera dosi (%),dones,,85.5
04/2022,Vallès Oriental,població vacunada amb primera dosi (%),total,,84.7
04/2022,Vallès Oriental,població vacunada amb segona dosi (%),homes,,75.7
04/2022,Vallès Oriental,població vacunada amb segona dosi (%),dones,,78.6
04/2022,Vallès Oriental,població vacunada amb segona dosi (%),total,,77.1
04/2022,Vallès Oriental,població vacunada amb dosi addicional (%),homes,,40.1
04/2022,Vallès Oriental,població vacunada amb dosi addicional (%),dones,,45.7
04/2022,Vallès Oriental,població vacunada amb dosi addicional (%),total,,42.9
04/2022,Catalunya,dosis administrades,homes,,7544228
04/2022,Catalunya,dosis administrades,dones,,8183691
04/2022,Catalunya,dosis administrades,total,,15803129
04/2022,Catalunya,persones vacunades amb primera dosi,homes,,3146221
04/2022,Catalunya,persones vacunades amb primera dosi,dones,,3313323
04/2022,Catalunya,persones vacunades amb primera dosi,total,,6499225
04/2022,Catalunya,persones vacunades amb segona dosi,homes,,2856844
04/2022,Catalunya,persones vacunades amb segona dosi,dones,,3057511
04/2022,Catalunya,persones vacunades amb segona dosi,total,,5942009
04/2022,Catalunya,persones vacunades amb dosi addicional,homes,,1534030
04/2022,Catalunya,persones vacunades amb dosi addicional,dones,,1806907
04/2022,Catalunya,persones vacunades amb dosi addicional,total,,3348779
04/2022,Catalunya,dosis administrades per cada 100 persones,homes,,199.2
04/2022,Catalunya,dosis administrades per cada 100 persones,dones,,208.0
04/2022,Catalunya,dosis administrades per cada 100 persones,total,,204.6
04/2022,Catalunya,població vacunada amb primera dosi (%),homes,,83.1
04/2022,Catalunya,població vacunada amb primera dosi (%),dones,,84.2
04/2022,Catalunya,població vacunada amb primera dosi (%),total,,84.2
04/2022,Catalunya,població vacunada amb segona dosi (%),homes,,75.4
04/2022,Catalunya,població vacunada amb segona dosi (%),dones,,77.7
04/2022,Catalunya,població vacunada amb segona dosi (%),total,,76.9
04/2022,Catalunya,població vacunada amb dosi addicional (%),homes,,40.5
04/2022,Catalunya,població vacunada amb dosi addicional (%),dones,,45.9
04/2022,Catalunya,població vacunada amb dosi addicional (%),total,,43.4
05/2022,Alt Camp,dosis administrades,homes,,44935
05/2022,Alt Camp,dosis administrades,dones,,46118
05/2022,Alt Camp,dosis administrades,total,,91053
05/2022,Alt Camp,persones vacunades amb primera dosi,homes,,18564
05/2022,Alt Camp,persones vacunades amb primera dosi,dones,,18466
05/2022,Alt Camp,persones vacunades amb primera dosi,total,,37030
05/2022,Alt Camp,persones vacunades amb segona dosi,homes,,17031
05/2022,Alt Camp,persones vacunades amb segona dosi,dones,,17199
05/2022,Alt Camp,persones vacunades amb segona dosi,total,,34230
05/2022,Alt Camp,persones vacunades amb dosi addicional,homes,,9299
05/2022,Alt Camp,persones vacunades amb dosi addicional,dones,,10419
05/2022,Alt Camp,persones vacunades amb dosi addicional,total,,19718
05/2022,Alt Camp,dosis administrades per cada 100 persones,homes,,197.1
05/2022,Alt Camp,dosis administrades per cada 100 persones,dones,,209.0
05/2022,Alt Camp,dosis administrades per cada 100 persones,total,,203.0
05/2022,Alt Camp,població vacunada amb primera dosi (%),homes,,81.4
05/2022,Alt Camp,població vacunada amb primera dosi (%),dones,,83.7
05/2022,Alt Camp,població vacunada amb primera dosi (%),total,,82.5
05/2022,Alt Camp,població vacunada amb segona dosi (%),homes,,74.7
05/2022,Alt Camp,població vacunada amb segona dosi (%),dones,,77.9
05/2022,Alt Camp,població vacunada amb segona dosi (%),total,,76.3
05/2022,Alt Camp,població vacunada amb dosi addicional (%),homes,,40.8
05/2022,Alt Camp,població vacunada amb dosi addicional (%),dones,,47.2
05/2022,Alt Camp,població vacunada amb dosi addicional (%),total,,44.0
05/2022,Alt Empordà,dosis administrades,homes,,126740
05/2022,Alt Empordà,dosis administrades,dones,,132343
05/2022,Alt Empordà,dosis administrades,total,,259083
05/2022,Alt Empordà,persones vacunades amb primera dosi,homes,,53469
05/2022,Alt Empordà,persones vacunades amb primera dosi,dones,,54663
05/2022,Alt Empordà,persones vacunades amb primera dosi,total,,108132
05/2022,Alt Empordà,persones vacunades amb segona dosi,homes,,48400
05/2022,Alt Empordà,persones vacunades amb segona dosi,dones,,49939
05/2022,Alt Empordà,persones vacunades amb segona dosi,total,,98339
05/2022,Alt Empordà,persones vacunades amb dosi addicional,homes,,24791
05/2022,Alt Empordà,persones vacunades amb dosi addicional,dones,,27683
05/2022,Alt Empordà,persones vacunades amb dosi addicional,total,,52474
05/2022,Alt Empordà,dosis administrades per cada 100 persones,homes,,181.6
05/2022,Alt Empordà,dosis administrades per cada 100 persones,dones,,190.2
05/2022,Alt Empordà,dosis administrades per cada 100 persones,total,,185.9
05/2022,Alt Empordà,població vacunada amb primera dosi (%),homes,,76.6
05/2022,Alt Empordà,població vacunada amb primera dosi (%),dones,,78.6
05/2022,Alt Empordà,població vacunada amb primera dosi (%),total,,77.6
05/2022,Alt Empordà,població vacunada amb segona dosi (%),homes,,69.3
05/2022,Alt Empordà,població vacunada amb segona dosi (%),dones,,71.8
05/2022,Alt Empordà,població vacunada amb segona dosi (%),total,,70.6
05/2022,Alt Empordà,població vacunada amb dosi addicional (%),homes,,35.5
05/2022,Alt Empordà,població vacunada amb dosi addicional (%),dones,,39.8
05/2022,Alt Empordà,població vacunada amb dosi addicional (%),total,,37.7
05/2022,Alt Penedès,dosis administrades,homes,,107405
05/2022,Alt Penedès,dosis administrades,dones,,111354
05/2022,Alt Penedès,dosis administrades,total,,218759
05/2022,Alt Penedès,persones vacunades amb primera dosi,homes,,44788
05/2022,Alt Penedès,persones vacunades amb primera dosi,dones,,45368
05/2022,Alt Penedès,persones vacunades amb primera dosi,total,,90156
05/2022,Alt Penedès,persones vacunades amb segona dosi,homes,,40849
05/2022,Alt Penedès,persones vacunades amb segona dosi,dones,,41850
05/2022,Alt Penedès,persones vacunades amb segona dosi,total,,82699
05/2022,Alt Penedès,persones vacunades amb dosi addicional,homes,,21481
05/2022,Alt Penedès,persones vacunades amb dosi addicional,dones,,23916
05/2022,Alt Penedès,persones vacunades amb dosi addicional,total,,45397
05/2022,Alt Penedès,dosis administrades per cada 100 persones,homes,,196.0
05/2022,Alt Penedès,dosis administrades per cada 100 persones,dones,,202.5
05/2022,Alt Penedès,dosis administrades per cada 100 persones,total,,199.3
05/2022,Alt Penedès,població vacunada amb primera dosi (%),homes,,81.7
05/2022,Alt Penedès,població vacunada amb primera dosi (%),dones,,82.5
05/2022,Alt Penedès,població vacunada amb primera dosi (%),total,,82.1
05/2022,Alt Penedès,població vacunada amb segona dosi (%),homes,,74.5
05/2022,Alt Penedès,població vacunada amb segona dosi (%),dones,,76.1
05/2022,Alt Penedès,població vacunada amb segona dosi (%),total,,75.3
05/2022,Alt Penedès,població vacunada amb dosi addicional (%),homes,,39.2
05/2022,Alt Penedès,població vacunada amb dosi addicional (%),dones,,43.5
05/2022,Alt Penedès,població vacunada amb dosi addicional (%),total,,41.4
05/2022,Alt Urgell,dosis administrades,homes,,17748
05/2022,Alt Urgell,dosis administrades,dones,,18869
05/2022,Alt Urgell,dosis administrades,total,,36617
05/2022,Alt Urgell,persones vacunades amb primera dosi,homes,,7393
05/2022,Alt Urgell,persones vacunades amb primera dosi,dones,,7629
05/2022,Alt Urgell,persones vacunades amb primera dosi,total,,15022
05/2022,Alt Urgell,persones vacunades amb segona dosi,homes,,6620
05/2022,Alt Urgell,persones vacunades amb segona dosi,dones,,6992
05/2022,Alt Urgell,persones vacunades amb segona dosi,total,,13612
05/2022,Alt Urgell,persones vacunades amb dosi addicional,homes,,3724
05/2022,Alt Urgell,persones vacunades amb dosi addicional,dones,,4236
05/2022,Alt Urgell,persones vacunades amb dosi addicional,total,,7960
05/2022,Alt Urgell,dosis administrades per cada 100 persones,homes,,177.1
05/2022,Alt Urgell,dosis administrades per cada 100 persones,dones,,189.0
05/2022,Alt Urgell,dosis administrades per cada 100 persones,total,,183.0
05/2022,Alt Urgell,població vacunada amb primera dosi (%),homes,,73.8
05/2022,Alt Urgell,població vacunada amb primera dosi (%),dones,,76.4
05/2022,Alt Urgell,població vacunada amb primera dosi (%),total,,75.1
05/2022,Alt Urgell,població vacunada amb segona dosi (%),homes,,66.0
05/2022,Alt Urgell,població vacunada amb segona dosi (%),dones,,70.0
05/2022,Alt Urgell,població vacunada amb segona dosi (%),total,,68.0
05/2022,Alt Urgell,població vacunada amb dosi addicional (%),homes,,37.2
05/2022,Alt Urgell,població vacunada amb dosi addicional (%),dones,,42.4
05/2022,Alt Urgell,població vacunada amb dosi addicional (%),total,,39.8
05/2022,Alta Ribagorça,dosis administrades,homes,,3745
05/2022,Alta Ribagorça,dosis administrades,dones,,3669
05/2022,Alta Ribagorça,dosis administrades,total,,7414
05/2022,Alta Ribagorça,persones vacunades amb primera dosi,homes,,1517
05/2022,Alta Ribagorça,persones vacunades amb primera dosi,dones,,1455
05/2022,Alta Ribagorça,persones vacunades amb primera dosi,total,,2972
05/2022,Alta Ribagorça,persones vacunades amb segona dosi,homes,,1438
05/2022,Alta Ribagorça,persones vacunades amb segona dosi,dones,,1386
05/2022,Alta Ribagorça,persones vacunades amb segona dosi,total,,2824
05/2022,Alta Ribagorça,persones vacunades amb dosi addicional,homes,,788
05/2022,Alta Ribagorça,persones vacunades amb dosi addicional,dones,,825
05/2022,Alta Ribagorça,persones vacunades amb dosi addicional,total,,1613
05/2022,Alta Ribagorça,dosis administrades per cada 100 persones,homes,,187.4
05/2022,Alta Ribagorça,dosis administrades per cada 100 persones,dones,,197.5
05/2022,Alta Ribagorça,dosis administrades per cada 100 persones,total,,192.3
05/2022,Alta Ribagorça,població vacunada amb primera dosi (%),homes,,75.9
05/2022,Alta Ribagorça,població vacunada amb primera dosi (%),dones,,78.3
05/2022,Alta Ribagorça,població vacunada amb primera dosi (%),total,,77.1
05/2022,Alta Ribagorça,població vacunada amb segona dosi (%),homes,,72.0
05/2022,Alta Ribagorça,població vacunada amb segona dosi (%),dones,,74.6
05/2022,Alta Ribagorça,població vacunada amb segona dosi (%),total,,73.2
05/2022,Alta Ribagorça,població vacunada amb dosi addicional (%),homes,,39.4
05/2022,Alta Ribagorça,població vacunada amb dosi addicional (%),dones,,44.4
05/2022,Alta Ribagorça,població vacunada amb dosi addicional (%),total,,41.8
05/2022,Anoia,dosis administrades,homes,,118859
05/2022,Anoia,dosis administrades,dones,,122807
05/2022,Anoia,dosis administrades,total,,241666
05/2022,Anoia,persones vacunades amb primera dosi,homes,,49583
05/2022,Anoia,persones vacunades amb primera dosi,dones,,50028
05/2022,Anoia,persones vacunades amb primera dosi,total,,99611
05/2022,Anoia,persones vacunades amb segona dosi,homes,,45357
05/2022,Anoia,persones vacunades amb segona dosi,dones,,46285
05/2022,Anoia,persones vacunades amb segona dosi,total,,91642
05/2022,Anoia,persones vacunades amb dosi addicional,homes,,23759
05/2022,Anoia,persones vacunades amb dosi addicional,dones,,26375
05/2022,Anoia,persones vacunades amb dosi addicional,total,,50134
05/2022,Anoia,dosis administrades per cada 100 persones,homes,,191.8
05/2022,Anoia,dosis administrades per cada 100 persones,dones,,200.8
05/2022,Anoia,dosis administrades per cada 100 persones,total,,196.3
05/2022,Anoia,població vacunada amb primera dosi (%),homes,,80.0
05/2022,Anoia,població vacunada amb primera dosi (%),dones,,81.8
05/2022,Anoia,població vacunada amb primera dosi (%),total,,80.9
05/2022,Anoia,població vacunada amb segona dosi (%),homes,,73.2
