trimestre,Catalunya,sexe,edat,concepte,estat,valor
T1/2022,Catalunya,dones,de 40 a 44 anys,població vacunada amb segona dosi (%),,79.5
T1/2022,Catalunya,dones,de 40 a 44 anys,població vacunada amb dosi addicional (%),,37.7
T1/2022,Catalunya,dones,de 45 a 49 anys,dosis administrades,,730296
T1/2022,Catalunya,dones,de 45 a 49 anys,persones vacunades amb primera dosi,,295028
T1/2022,Catalunya,dones,de 45 a 49 anys,persones vacunades amb segona dosi,,276012
T1/2022,Catalunya,dones,de 45 a 49 anys,persones vacunades amb dosi addicional,,158966
T1/2022,Catalunya,dones,de 45 a 49 anys,dosis administrades per cada 100 persones,,233.1
T1/2022,Catalunya,dones,de 45 a 49 anys,població vacunada amb primera dosi (%),,94.2
T1/2022,Catalunya,dones,de 45 a 49 anys,població vacunada amb segona dosi (%),,88.1
T1/2022,Catalunya,dones,de 45 a 49 anys,població vacunada amb dosi addicional (%),,50.7
T1/2022,Catalunya,dones,de 50 a 54 anys,dosis administrades,,695269
T1/2022,Catalunya,dones,de 50 a 54 anys,persones vacunades amb primera dosi,,267663
T1/2022,Catalunya,dones,de 50 a 54 anys,persones vacunades amb segona dosi,,256083
T1/2022,Catalunya,dones,de 50 a 54 anys,persones vacunades amb dosi addicional,,171157
T1/2022,Catalunya,dones,de 50 a 54 anys,dosis administrades per cada 100 persones,,244.0
T1/2022,Catalunya,dones,de 50 a 54 anys,població vacunada amb primera dosi (%),,93.9
T1/2022,Catalunya,dones,de 50 a 54 anys,població vacunada amb segona dosi (%),,89.9
T1/2022,Catalunya,dones,de 50 a 54 anys,població vacunada amb dosi addicional (%),,60.1
T1/2022,Catalunya,dones,de 55 a 59 anys,dosis administrades,,663831
T1/2022,Catalunya,dones,de 55 a 59 anys,persones vacunades amb primera dosi,,247783
T1/2022,Catalunya,dones,de 55 a 59 anys,persones vacunades amb segona dosi,,237193
T1/2022,Catalunya,dones,de 55 a 59 anys,persones vacunades amb dosi addicional,,178413
T1/2022,Catalunya,dones,de 55 a 59 anys,dosis administrades per cada 100 persones,,254.4
T1/2022,Catalunya,dones,de 55 a 59 anys,població vacunada amb primera dosi (%),,95.0
T1/2022,Catalunya,dones,de 55 a 59 anys,població vacunada amb segona dosi (%),,90.9
T1/2022,Catalunya,dones,de 55 a 59 anys,població vacunada amb dosi addicional (%),,68.4
T1/2022,Catalunya,dones,de 60 a 64 anys,dosis administrades,,614126
T1/2022,Catalunya,dones,de 60 a 64 anys,persones vacunades amb primera dosi,,223345
T1/2022,Catalunya,dones,de 60 a 64 anys,persones vacunades amb segona dosi,,215004
T1/2022,Catalunya,dones,de 60 a 64 anys,persones vacunades amb dosi addicional,,175387
T1/2022,Catalunya,dones,de 60 a 64 anys,dosis administrades per cada 100 persones,,262.6
T1/2022,Catalunya,dones,de 60 a 64 anys,població vacunada amb primera dosi (%),,95.5
T1/2022,Catalunya,dones,de 60 a 64 anys,població vacunada amb segona dosi (%),,91.9
T1/2022,Catalunya,dones,de 60 a 64 anys,població vacunada amb dosi addicional (%),,75.0
T1/2022,Catalunya,dones,de 65 a 69 anys,dosis administrades,,546420
T1/2022,Catalunya,dones,de 65 a 69 anys,persones vacunades amb primera dosi,,191500
T1/2022,Catalunya,dones,de 65 a 69 anys,persones vacunades amb segona dosi,,191076
T1/2022,Catalunya,dones,de 65 a 69 anys,persones vacunades amb dosi addicional,,163408
T1/2022,Catalunya,dones,de 65 a 69 anys,dosis administrades per cada 100 persones,,268.6
T1/2022,Catalunya,dones,de 65 a 69 anys,població vacunada amb primera dosi (%),,94.1
T1/2022,Catalunya,dones,de 65 a 69 anys,població vacunada amb segona dosi (%),,93.9
T1/2022,Catalunya,dones,de 65 a 69 anys,població vacunada amb dosi addicional (%),,80.3
T1/2022,Catalunya,dones,de 70 a 74 anys,dosis administrades,,519941
T1/2022,Catalunya,dones,de 70 a 74 anys,persones vacunades amb primera dosi,,182291
T1/2022,Catalunya,dones,de 70 a 74 anys,persones vacunades amb segona dosi,,181781
T1/2022,Catalunya,dones,de 70 a 74 anys,persones vacunades amb dosi addicional,,155478
T1/2022,Catalunya,dones,de 70 a 74 anys,dosis administrades per cada 100 persones,,269.7
T1/2022,Catalunya,dones,de 70 a 74 anys,població vacunada amb primera dosi (%),,94.6
T1/2022,Catalunya,dones,de 70 a 74 anys,població vacunada amb segona dosi (%),,94.3
T1/2022,Catalunya,dones,de 70 a 74 anys,població vacunada amb dosi addicional (%),,80.7
T1/2022,Catalunya,dones,de 75 a 79 anys,dosis administrades,,447968
T1/2022,Catalunya,dones,de 75 a 79 anys,persones vacunades amb primera dosi,,152466
T1/2022,Catalunya,dones,de 75 a 79 anys,persones vacunades amb segona dosi,,152474
T1/2022,Catalunya,dones,de 75 a 79 anys,persones vacunades amb dosi addicional,,142753
T1/2022,Catalunya,dones,de 75 a 79 anys,dosis administrades per cada 100 persones,,289.7
T1/2022,Catalunya,dones,de 75 a 79 anys,població vacunada amb primera dosi (%),,98.6
T1/2022,Catalunya,dones,de 75 a 79 anys,població vacunada amb segona dosi (%),,98.6
T1/2022,Catalunya,dones,de 75 a 79 anys,població vacunada amb dosi addicional (%),,92.3
T1/2022,Catalunya,dones,80 anys o més,dosis administrades,,796654
T1/2022,Catalunya,dones,80 anys o més,persones vacunades amb primera dosi,,272197
T1/2022,Catalunya,dones,80 anys o més,persones vacunades amb segona dosi,,270931
T1/2022,Catalunya,dones,80 anys o més,persones vacunades amb dosi addicional,,253367
T1/2022,Catalunya,dones,80 anys o més,dosis administrades per cada 100 persones,,280.5
T1/2022,Catalunya,dones,80 anys o més,població vacunada amb primera dosi (%),,95.8
T1/2022,Catalunya,dones,80 anys o més,població vacunada amb segona dosi (%),,95.4
T1/2022,Catalunya,dones,80 anys o més,població vacunada amb dosi addicional (%),,89.2
T1/2022,Catalunya,dones,total,dosis administrades,,8143965
T1/2022,Catalunya,dones,total,persones vacunades amb primera dosi,,3310667
T1/2022,Catalunya,dones,total,persones vacunades amb segona dosi,,3043155
T1/2022,Catalunya,dones,total,persones vacunades amb dosi addicional,,1786955
T1/2022,Catalunya,dones,total,dosis administrades per cada 100 persones,,207.0
T1/2022,Catalunya,dones,total,població vacunada amb primera dosi (%),,84.1
T1/2022,Catalunya,dones,total,població vacunada amb segona dosi (%),,77.3
T1/2022,Catalunya,dones,total,població vacunada amb dosi addicional (%),,45.4
T1/2022,Catalunya,total,de 0 a 11 anys,dosis administrades,,397657
T1/2022,Catalunya,total,de 0 a 11 anys,persones vacunades amb primera dosi,,254434
T1/2022,Catalunya,total,de 0 a 11 anys,persones vacunades amb segona dosi,,143218
T1/2022,Catalunya,total,de 0 a 11 anys,persones vacunades amb dosi addicional,,5
T1/2022,Catalunya,total,de 0 a 11 anys,dosis administrades per cada 100 persones,,43.1
T1/2022,Catalunya,total,de 0 a 11 anys,població vacunada amb primera dosi (%),,27.6
T1/2022,Catalunya,total,de 0 a 11 anys,població vacunada amb segona dosi (%),,15.5
T1/2022,Catalunya,total,de 0 a 11 anys,població vacunada amb dosi addicional (%),,0.0
T1/2022,Catalunya,total,de 12 a 14 anys,dosis administrades,,453076
T1/2022,Catalunya,total,de 12 a 14 anys,persones vacunades amb primera dosi,,244424
T1/2022,Catalunya,total,de 12 a 14 anys,persones vacunades amb segona dosi,,208048
T1/2022,Catalunya,total,de 12 a 14 anys,persones vacunades amb dosi addicional,,602
T1/2022,Catalunya,total,de 12 a 14 anys,dosis administrades per cada 100 persones,,177.1
T1/2022,Catalunya,total,de 12 a 14 anys,població vacunada amb primera dosi (%),,95.5
T1/2022,Catalunya,total,de 12 a 14 anys,població vacunada amb segona dosi (%),,81.3
T1/2022,Catalunya,total,de 12 a 14 anys,població vacunada amb dosi addicional (%),,0.2
T1/2022,Catalunya,total,de 15 a 19 anys,dosis administrades,,712492
T1/2022,Catalunya,total,de 15 a 19 anys,persones vacunades amb primera dosi,,373576
T1/2022,Catalunya,total,de 15 a 19 anys,persones vacunades amb segona dosi,,311381
T1/2022,Catalunya,total,de 15 a 19 anys,persones vacunades amb dosi addicional,,27516
T1/2022,Catalunya,total,de 15 a 19 anys,dosis administrades per cada 100 persones,,176.5
T1/2022,Catalunya,total,de 15 a 19 anys,població vacunada amb primera dosi (%),,92.5
T1/2022,Catalunya,total,de 15 a 19 anys,població vacunada amb segona dosi (%),,77.1
T1/2022,Catalunya,total,de 15 a 19 anys,població vacunada amb dosi addicional (%),,6.8
T1/2022,Catalunya,total,de 20 a 24 anys,dosis administrades,,698844
T1/2022,Catalunya,total,de 20 a 24 anys,persones vacunades amb primera dosi,,339034
T1/2022,Catalunya,total,de 20 a 24 anys,persones vacunades amb segona dosi,,286548
T1/2022,Catalunya,total,de 20 a 24 anys,persones vacunades amb dosi addicional,,73171
T1/2022,Catalunya,total,de 20 a 24 anys,dosis administrades per cada 100 persones,,176.4
T1/2022,Catalunya,total,de 20 a 24 anys,població vacunada amb primera dosi (%),,85.6
T1/2022,Catalunya,total,de 20 a 24 anys,població vacunada amb segona dosi (%),,72.3
T1/2022,Catalunya,total,de 20 a 24 anys,població vacunada amb dosi addicional (%),,18.5
T1/2022,Catalunya,total,de 25 a 29 anys,dosis administrades,,745899
T1/2022,Catalunya,total,de 25 a 29 anys,persones vacunades amb primera dosi,,353034
T1/2022,Catalunya,total,de 25 a 29 anys,persones vacunades amb segona dosi,,303318
T1/2022,Catalunya,total,de 25 a 29 anys,persones vacunades amb dosi addicional,,89439
T1/2022,Catalunya,total,de 25 a 29 anys,dosis administrades per cada 100 persones,,170.6
T1/2022,Catalunya,total,de 25 a 29 anys,població vacunada amb primera dosi (%),,80.8
T1/2022,Catalunya,total,de 25 a 29 anys,població vacunada amb segona dosi (%),,69.4
T1/2022,Catalunya,total,de 25 a 29 anys,població vacunada amb dosi addicional (%),,20.5
T1/2022,Catalunya,total,de 30 a 34 anys,dosis administrades,,853551
T1/2022,Catalunya,total,de 30 a 34 anys,persones vacunades amb primera dosi,,388166
T1/2022,Catalunya,total,de 30 a 34 anys,persones vacunades amb segona dosi,,344006
T1/2022,Catalunya,total,de 30 a 34 anys,persones vacunades amb dosi addicional,,121251
T1/2022,Catalunya,total,de 30 a 34 anys,dosis administrades per cada 100 persones,,183.1
T1/2022,Catalunya,total,de 30 a 34 anys,població vacunada amb primera dosi (%),,83.3
T1/2022,Catalunya,total,de 30 a 34 anys,població vacunada amb segona dosi (%),,73.8
T1/2022,Catalunya,total,de 30 a 34 anys,població vacunada amb dosi addicional (%),,26.0
T1/2022,Catalunya,total,de 35 a 39 anys,dosis administrades,,1023382
T1/2022,Catalunya,total,de 35 a 39 anys,persones vacunades amb primera dosi,,454354
T1/2022,Catalunya,total,de 35 a 39 anys,persones vacunades amb segona dosi,,408173
T1/2022,Catalunya,total,de 35 a 39 anys,persones vacunades amb dosi addicional,,160649
T1/2022,Catalunya,total,de 35 a 39 anys,dosis administrades per cada 100 persones,,187.6
T1/2022,Catalunya,total,de 35 a 39 anys,població vacunada amb primera dosi (%),,83.3
T1/2022,Catalunya,total,de 35 a 39 anys,població vacunada amb segona dosi (%),,74.8
T1/2022,Catalunya,total,de 35 a 39 anys,població vacunada amb dosi addicional (%),,29.5
T1/2022,Catalunya,total,de 40 a 44 anys,dosis administrades,,1323715
T1/2022,Catalunya,total,de 40 a 44 anys,persones vacunades amb primera dosi,,574824
T1/2022,Catalunya,total,de 40 a 44 anys,persones vacunades amb segona dosi,,516285
T1/2022,Catalunya,total,de 40 a 44 anys,persones vacunades amb dosi addicional,,232259
T1/2022,Catalunya,total,de 40 a 44 anys,dosis administrades per cada 100 persones,,200.5
T1/2022,Catalunya,total,de 40 a 44 anys,població vacunada amb primera dosi (%),,87.1
T1/2022,Catalunya,total,de 40 a 44 anys,població vacunada amb segona dosi (%),,78.2
T1/2022,Catalunya,total,de 40 a 44 anys,població vacunada amb dosi addicional (%),,35.2
T1/2022,Catalunya,total,de 45 a 49 anys,dosis administrades,,1470572
T1/2022,Catalunya,total,de 45 a 49 anys,persones vacunades amb primera dosi,,601593
T1/2022,Catalunya,total,de 45 a 49 anys,persones vacunades amb segona dosi,,558728
T1/2022,Catalunya,total,de 45 a 49 anys,persones vacunades amb dosi addicional,,309655
T1/2022,Catalunya,total,de 45 a 49 anys,dosis administrades per cada 100 persones,,230.8
T1/2022,Catalunya,total,de 45 a 49 anys,població vacunada amb primera dosi (%),,94.4
T1/2022,Catalunya,total,de 45 a 49 anys,població vacunada amb segona dosi (%),,87.7
T1/2022,Catalunya,total,de 45 a 49 anys,població vacunada amb dosi addicional (%),,48.6
T1/2022,Catalunya,total,de 50 a 54 anys,dosis administrades,,1397729
T1/2022,Catalunya,total,de 50 a 54 anys,persones vacunades amb primera dosi,,541869
T1/2022,Catalunya,total,de 50 a 54 anys,persones vacunades amb segona dosi,,516270
T1/2022,Catalunya,total,de 50 a 54 anys,persones vacunades amb dosi addicional,,338827
T1/2022,Catalunya,total,de 50 a 54 anys,dosis administrades per cada 100 persones,,244.1
T1/2022,Catalunya,total,de 50 a 54 anys,població vacunada amb primera dosi (%),,94.6
T1/2022,Catalunya,total,de 50 a 54 anys,població vacunada amb segona dosi (%),,90.2
T1/2022,Catalunya,total,de 50 a 54 anys,població vacunada amb dosi addicional (%),,59.2
T1/2022,Catalunya,total,de 55 a 59 anys,dosis administrades,,1315729
T1/2022,Catalunya,total,de 55 a 59 anys,persones vacunades amb primera dosi,,492960
T1/2022,Catalunya,total,de 55 a 59 anys,persones vacunades amb segona dosi,,471199
T1/2022,Catalunya,total,de 55 a 59 anys,persones vacunades amb dosi addicional,,350530
T1/2022,Catalunya,total,de 55 a 59 anys,dosis administrades per cada 100 persones,,257.3
T1/2022,Catalunya,total,de 55 a 59 anys,població vacunada amb primera dosi (%),,96.4
T1/2022,Catalunya,total,de 55 a 59 anys,població vacunada amb segona dosi (%),,92.1
T1/2022,Catalunya,total,de 55 a 59 anys,població vacunada amb dosi addicional (%),,68.5
T1/2022,Catalunya,total,de 60 a 64 anys,dosis administrades,,1188704
T1/2022,Catalunya,total,de 60 a 64 anys,persones vacunades amb primera dosi,,432612
T1/2022,Catalunya,total,de 60 a 64 anys,persones vacunades amb segona dosi,,416474
T1/2022,Catalunya,total,de 60 a 64 anys,persones vacunades amb dosi addicional,,338633
T1/2022,Catalunya,total,de 60 a 64 anys,dosis administrades per cada 100 persones,,264.7
T1/2022,Catalunya,total,de 60 a 64 anys,població vacunada amb primera dosi (%),,96.4
T1/2022,Catalunya,total,de 60 a 64 anys,població vacunada amb segona dosi (%),,92.8
T1/2022,Catalunya,total,de 60 a 64 anys,població vacunada amb dosi addicional (%),,75.4
T1/2022,Catalunya,total,de 65 a 69 anys,dosis administrades,,1038497
T1/2022,Catalunya,total,de 65 a 69 anys,persones vacunades amb primera dosi,,362712
T1/2022,Catalunya,total,de 65 a 69 anys,persones vacunades amb segona dosi,,362901
T1/2022,Catalunya,total,de 65 a 69 anys,persones vacunades amb dosi addicional,,311735
T1/2022,Catalunya,total,de 65 a 69 anys,dosis administrades per cada 100 persones,,270.8
T1/2022,Catalunya,total,de 65 a 69 anys,població vacunada amb primera dosi (%),,94.6
T1/2022,Catalunya,total,de 65 a 69 anys,població vacunada amb segona dosi (%),,94.6
T1/2022,Catalunya,total,de 65 a 69 anys,població vacunada amb dosi addicional (%),,81.3
T1/2022,Catalunya,total,de 70 a 74 anys,dosis administrades,,960880
T1/2022,Catalunya,total,de 70 a 74 anys,persones vacunades amb primera dosi,,336562
T1/2022,Catalunya,total,de 70 a 74 anys,persones vacunades amb segona dosi,,335857
T1/2022,Catalunya,total,de 70 a 74 anys,persones vacunades amb dosi addicional,,287395
T1/2022,Catalunya,total,de 70 a 74 anys,dosis administrades per cada 100 persones,,270.3
T1/2022,Catalunya,total,de 70 a 74 anys,població vacunada amb primera dosi (%),,94.7
T1/2022,Catalunya,total,de 70 a 74 anys,població vacunada amb segona dosi (%),,94.5
T1/2022,Catalunya,total,de 70 a 74 anys,població vacunada amb dosi addicional (%),,80.8
T1/2022,Catalunya,total,de 75 a 79 anys,dosis administrades,,803735
T1/2022,Catalunya,total,de 75 a 79 anys,persones vacunades amb primera dosi,,272925
T1/2022,Catalunya,total,de 75 a 79 anys,persones vacunades amb segona dosi,,273017
T1/2022,Catalunya,total,de 75 a 79 anys,persones vacunades amb dosi addicional,,257074
T1/2022,Catalunya,total,de 75 a 79 anys,dosis administrades per cada 100 persones,,289.6
T1/2022,Catalunya,total,de 75 a 79 anys,població vacunada amb primera dosi (%),,98.3
T1/2022,Catalunya,total,de 75 a 79 anys,població vacunada amb segona dosi (%),,98.4
T1/2022,Catalunya,total,de 75 a 79 anys,població vacunada amb dosi addicional (%),,92.6
T1/2022,Catalunya,total,80 anys o més,dosis administrades,,1264108
T1/2022,Catalunya,total,80 anys o més,persones vacunades amb primera dosi,,431054
T1/2022,Catalunya,total,80 anys o més,persones vacunades amb segona dosi,,429072
T1/2022,Catalunya,total,80 anys o més,persones vacunades amb dosi addicional,,403562
T1/2022,Catalunya,total,80 anys o més,dosis administrades per cada 100 persones,,282.4
T1/2022,Catalunya,total,80 anys o més,població vacunada amb primera dosi (%),,96.3
T1/2022,Catalunya,total,80 anys o més,població vacunada amb segona dosi (%),,95.9
T1/2022,Catalunya,total,80 anys o més,població vacunada amb dosi addicional (%),,90.2
T1/2022,Catalunya,total,total,dosis administrades,,15723598
T1/2022,Catalunya,total,total,persones vacunades amb primera dosi,,6493870
T1/2022,Catalunya,total,total,persones vacunades amb segona dosi,,5912172
T1/2022,Catalunya,total,total,persones vacunades amb dosi addicional,,3309901
T1/2022,Catalunya,total,total,dosis administrades per cada 100 persones,,203.6
T1/2022,Catalunya,total,total,població vacunada amb primera dosi (%),,84.1
T1/2022,Catalunya,total,total,població vacunada amb segona dosi (%),,76.6
T1/2022,Catalunya,total,total,població vacunada amb dosi addicional (%),,42.9
T2/2022,Catalunya,homes,de 0 a 11 anys,dosis administrades,,220784
T2/2022,Catalunya,homes,de 0 a 11 anys,persones vacunades amb primera dosi,,134711
T2/2022,Catalunya,homes,de 0 a 11 anys,persones vacunades amb segona dosi,,86010
T2/2022,Catalunya,homes,de 0 a 11 anys,persones vacunades amb dosi addicional,,63
T2/2022,Catalunya,homes,de 0 a 11 anys,dosis administrades per cada 100 persones,,46.4
T2/2022,Catalunya,homes,de 0 a 11 anys,població vacunada amb primera dosi (%),,28.3
T2/2022,Catalunya,homes,de 0 a 11 anys,població vacunada amb segona dosi (%),,18.1
T2/2022,Catalunya,homes,de 0 a 11 anys,població vacunada amb dosi addicional (%),,0.0
T2/2022,Catalunya,homes,de 12 a 14 anys,dosis administrades,,234899
T2/2022,Catalunya,homes,de 12 a 14 anys,persones vacunades amb primera dosi,,126102
T2/2022,Catalunya,homes,de 12 a 14 anys,persones vacunades amb segona dosi,,108204
T2/2022,Catalunya,homes,de 12 a 14 anys,persones vacunades amb dosi addicional,,576
T2/2022,Catalunya,homes,de 12 a 14 anys,dosis administrades per cada 100 persones,,177.5
T2/2022,Catalunya,homes,de 12 a 14 anys,població vacunada amb primera dosi (%),,95.3
T2/2022,Catalunya,homes,de 12 a 14 anys,població vacunada amb segona dosi (%),,81.8
T2/2022,Catalunya,homes,de 12 a 14 anys,població vacunada amb dosi addicional (%),,0.4
T2/2022,Catalunya,homes,de 15 a 19 anys,dosis administrades,,368344
T2/2022,Catalunya,homes,de 15 a 19 anys,persones vacunades amb primera dosi,,191211
T2/2022,Catalunya,homes,de 15 a 19 anys,persones vacunades amb segona dosi,,160375
T2/2022,Catalunya,homes,de 15 a 19 anys,persones vacunades amb dosi addicional,,16673
T2/2022,Catalunya,homes,de 15 a 19 anys,dosis administrades per cada 100 persones,,175.0
T2/2022,Catalunya,homes,de 15 a 19 anys,població vacunada amb primera dosi (%),,90.8
T2/2022,Catalunya,homes,de 15 a 19 anys,població vacunada amb segona dosi (%),,76.2
T2/2022,Catalunya,homes,de 15 a 19 anys,població vacunada amb dosi addicional (%),,7.9
T2/2022,Catalunya,homes,de 20 a 24 anys,dosis administrades,,351278
T2/2022,Catalunya,homes,de 20 a 24 anys,persones vacunades amb primera dosi,,171993
T2/2022,Catalunya,homes,de 20 a 24 anys,persones vacunades amb segona dosi,,144157
T2/2022,Catalunya,homes,de 20 a 24 anys,persones vacunades amb dosi addicional,,34976
T2/2022,Catalunya,homes,de 20 a 24 anys,dosis administrades per cada 100 persones,,171.3
T2/2022,Catalunya,homes,de 20 a 24 anys,població vacunada amb primera dosi (%),,83.9
T2/2022,Catalunya,homes,de 20 a 24 anys,població vacunada amb segona dosi (%),,70.3
T2/2022,Catalunya,homes,de 20 a 24 anys,població vacunada amb dosi addicional (%),,17.1
T2/2022,Catalunya,homes,de 25 a 29 anys,dosis administrades,,371990
T2/2022,Catalunya,homes,de 25 a 29 anys,persones vacunades amb primera dosi,,176943
T2/2022,Catalunya,homes,de 25 a 29 anys,persones vacunades amb segona dosi,,151515
T2/2022,Catalunya,homes,de 25 a 29 anys,persones vacunades amb dosi addicional,,43353
T2/2022,Catalunya,homes,de 25 a 29 anys,dosis administrades per cada 100 persones,,168.2
T2/2022,Catalunya,homes,de 25 a 29 anys,població vacunada amb primera dosi (%),,80.0
T2/2022,Catalunya,homes,de 25 a 29 anys,població vacunada amb segona dosi (%),,68.5
T2/2022,Catalunya,homes,de 25 a 29 anys,població vacunada amb dosi addicional (%),,19.6
T2/2022,Catalunya,homes,de 30 a 34 anys,dosis administrades,,426006
T2/2022,Catalunya,homes,de 30 a 34 anys,persones vacunades amb primera dosi,,192768
T2/2022,Catalunya,homes,de 30 a 34 anys,persones vacunades amb segona dosi,,171086
T2/2022,Catalunya,homes,de 30 a 34 anys,persones vacunades amb dosi addicional,,61907
T2/2022,Catalunya,homes,de 30 a 34 anys,dosis administrades per cada 100 persones,,184.4
T2/2022,Catalunya,homes,de 30 a 34 anys,població vacunada amb primera dosi (%),,83.4
T2/2022,Catalunya,homes,de 30 a 34 anys,població vacunada amb segona dosi (%),,74.1
T2/2022,Catalunya,homes,de 30 a 34 anys,població vacunada amb dosi addicional (%),,26.8
T2/2022,Catalunya,homes,de 35 a 39 anys,dosis administrades,,512031
T2/2022,Catalunya,homes,de 35 a 39 anys,persones vacunades amb primera dosi,,226038
T2/2022,Catalunya,homes,de 35 a 39 anys,persones vacunades amb segona dosi,,202903
T2/2022,Catalunya,homes,de 35 a 39 anys,persones vacunades amb dosi addicional,,82725
T2/2022,Catalunya,homes,de 35 a 39 anys,dosis administrades per cada 100 persones,,189.0
T2/2022,Catalunya,homes,de 35 a 39 anys,població vacunada amb primera dosi (%),,83.4
T2/2022,Catalunya,homes,de 35 a 39 anys,població vacunada amb segona dosi (%),,74.9
T2/2022,Catalunya,homes,de 35 a 39 anys,població vacunada amb dosi addicional (%),,30.5
T2/2022,Catalunya,homes,de 40 a 44 anys,dosis administrades,,666895
T2/2022,Catalunya,homes,de 40 a 44 anys,persones vacunades amb primera dosi,,290085
T2/2022,Catalunya,homes,de 40 a 44 anys,persones vacunades amb segona dosi,,259609
T2/2022,Catalunya,homes,de 40 a 44 anys,persones vacunades amb dosi addicional,,116595
T2/2022,Catalunya,homes,de 40 a 44 anys,dosis administrades per cada 100 persones,,199.3
T2/2022,Catalunya,homes,de 40 a 44 anys,població vacunada amb primera dosi (%),,86.7
T2/2022,Catalunya,homes,de 40 a 44 anys,població vacunada amb segona dosi (%),,77.6
T2/2022,Catalunya,homes,de 40 a 44 anys,població vacunada amb dosi addicional (%),,34.9
T2/2022,Catalunya,homes,de 45 a 49 anys,dosis administrades,,750877
T2/2022,Catalunya,homes,de 45 a 49 anys,persones vacunades amb primera dosi,,306731
T2/2022,Catalunya,homes,de 45 a 49 anys,persones vacunades amb segona dosi,,284515
T2/2022,Catalunya,homes,de 45 a 49 anys,persones vacunades amb dosi addicional,,158576
T2/2022,Catalunya,homes,de 45 a 49 anys,dosis administrades per cada 100 persones,,231.7
T2/2022,Catalunya,homes,de 45 a 49 anys,població vacunada amb primera dosi (%),,94.7
T2/2022,Catalunya,homes,de 45 a 49 anys,població vacunada amb segona dosi (%),,87.8
T2/2022,Catalunya,homes,de 45 a 49 anys,població vacunada amb dosi addicional (%),,48.9
T2/2022,Catalunya,homes,de 50 a 54 anys,dosis administrades,,710923
T2/2022,Catalunya,homes,de 50 a 54 anys,persones vacunades amb primera dosi,,274316
T2/2022,Catalunya,homes,de 50 a 54 anys,persones vacunades amb segona dosi,,261399
T2/2022,Catalunya,homes,de 50 a 54 anys,persones vacunades amb dosi addicional,,173975
T2/2022,Catalunya,homes,de 50 a 54 anys,dosis administrades per cada 100 persones,,247.2
T2/2022,Catalunya,homes,de 50 a 54 anys,població vacunada amb primera dosi (%),,95.4
T2/2022,Catalunya,homes,de 50 a 54 anys,població vacunada amb segona dosi (%),,90.9
T2/2022,Catalunya,homes,de 50 a 54 anys,població vacunada amb dosi addicional (%),,60.5
T2/2022,Catalunya,homes,de 55 a 59 anys,dosis administrades,,659617
T2/2022,Catalunya,homes,de 55 a 59 anys,persones vacunades amb primera dosi,,245269
T2/2022,Catalunya,homes,de 55 a 59 anys,persones vacunades amb segona dosi,,234820
T2/2022,Catalunya,homes,de 55 a 59 anys,persones vacunades amb dosi addicional,,177845
T2/2022,Catalunya,homes,de 55 a 59 anys,dosis administrades per cada 100 persones,,263.3
T2/2022,Catalunya,homes,de 55 a 59 anys,població vacunada amb primera dosi (%),,97.9
T2/2022,Catalunya,homes,de 55 a 59 anys,població vacunada amb segona dosi (%),,93.7
T2/2022,Catalunya,homes,de 55 a 59 anys,població vacunada amb dosi addicional (%),,71.0
T2/2022,Catalunya,homes,de 60 a 64 anys,dosis administrades,,578818
T2/2022,Catalunya,homes,de 60 a 64 anys,persones vacunades amb primera dosi,,209337
T2/2022,Catalunya,homes,de 60 a 64 anys,persones vacunades amb segona dosi,,202001
T2/2022,Catalunya,homes,de 60 a 64 anys,persones vacunades amb dosi addicional,,165713
T2/2022,Catalunya,homes,de 60 a 64 anys,dosis administrades per cada 100 persones,,269.0
T2/2022,Catalunya,homes,de 60 a 64 anys,població vacunada amb primera dosi (%),,97.3
T2/2022,Catalunya,homes,de 60 a 64 anys,població vacunada amb segona dosi (%),,93.9
T2/2022,Catalunya,homes,de 60 a 64 anys,població vacunada amb dosi addicional (%),,77.0
T2/2022,Catalunya,homes,de 65 a 69 anys,dosis administrades,,495349
T2/2022,Catalunya,homes,de 65 a 69 anys,persones vacunades amb primera dosi,,171274
T2/2022,Catalunya,homes,de 65 a 69 anys,persones vacunades amb segona dosi,,172034
T2/2022,Catalunya,homes,de 65 a 69 anys,persones vacunades amb dosi addicional,,150079
T2/2022,Catalunya,homes,de 65 a 69 anys,dosis administrades per cada 100 persones,,275.0
T2/2022,Catalunya,homes,de 65 a 69 anys,població vacunada amb primera dosi (%),,95.1
T2/2022,Catalunya,homes,de 65 a 69 anys,població vacunada amb segona dosi (%),,95.5
T2/2022,Catalunya,homes,de 65 a 69 anys,població vacunada amb dosi addicional (%),,83.3
T2/2022,Catalunya,homes,de 70 a 74 anys,dosis administrades,,443002
T2/2022,Catalunya,homes,de 70 a 74 anys,persones vacunades amb primera dosi,,154309
T2/2022,Catalunya,homes,de 70 a 74 anys,persones vacunades amb segona dosi,,154150
T2/2022,Catalunya,homes,de 70 a 74 anys,persones vacunades amb dosi addicional,,132598
T2/2022,Catalunya,homes,de 70 a 74 anys,dosis administrades per cada 100 persones,,272.2
T2/2022,Catalunya,homes,de 70 a 74 anys,població vacunada amb primera dosi (%),,94.8
T2/2022,Catalunya,homes,de 70 a 74 anys,població vacunada amb segona dosi (%),,94.7
T2/2022,Catalunya,homes,de 70 a 74 anys,població vacunada amb dosi addicional (%),,81.5
