trimestre,municipis,concepte,sexe,estat,valor
T1/2022,"Pallaresos, els",casos per cada 100 habitants,total,,20.2
T1/2022,Pallejà,casos confirmats,homes,,926
T1/2022,Pallejà,casos confirmats,dones,,1035
T1/2022,Pallejà,casos confirmats,total,,1961
T1/2022,Pallejà,casos per cada 100 habitants,homes,,16.0
T1/2022,Pallejà,casos per cada 100 habitants,dones,,17.8
T1/2022,Pallejà,casos per cada 100 habitants,total,,16.9
T1/2022,"Palma d'Ebre, la",casos confirmats,homes,,20
T1/2022,"Palma d'Ebre, la",casos confirmats,dones,,21
T1/2022,"Palma d'Ebre, la",casos confirmats,total,,41
T1/2022,"Palma d'Ebre, la",casos per cada 100 habitants,homes,,12.1
T1/2022,"Palma d'Ebre, la",casos per cada 100 habitants,dones,,12.1
T1/2022,"Palma d'Ebre, la",casos per cada 100 habitants,total,,12.1
T1/2022,"Palma de Cervelló, la",casos confirmats,homes,,237
T1/2022,"Palma de Cervelló, la",casos confirmats,dones,,265
T1/2022,"Palma de Cervelló, la",casos confirmats,total,,502
T1/2022,"Palma de Cervelló, la",casos per cada 100 habitants,homes,,16.1
T1/2022,"Palma de Cervelló, la",casos per cada 100 habitants,dones,,17.5
T1/2022,"Palma de Cervelló, la",casos per cada 100 habitants,total,,16.8
T1/2022,Palol de Revardit,casos confirmats,homes,,29
T1/2022,Palol de Revardit,casos confirmats,dones,,30
T1/2022,Palol de Revardit,casos confirmats,total,,59
T1/2022,Palol de Revardit,casos per cada 100 habitants,homes,,13.0
T1/2022,Palol de Revardit,casos per cada 100 habitants,dones,,13.3
T1/2022,Palol de Revardit,casos per cada 100 habitants,total,,13.2
T1/2022,Pals,casos confirmats,homes,,144
T1/2022,Pals,casos confirmats,dones,,170
T1/2022,Pals,casos confirmats,total,,314
T1/2022,Pals,casos per cada 100 habitants,homes,,11.7
T1/2022,Pals,casos per cada 100 habitants,dones,,14.6
T1/2022,Pals,casos per cada 100 habitants,total,,13.1
T1/2022,"Papiol, el",casos confirmats,homes,,376
T1/2022,"Papiol, el",casos confirmats,dones,,416
T1/2022,"Papiol, el",casos confirmats,total,,792
T1/2022,"Papiol, el",casos per cada 100 habitants,homes,,18.2
T1/2022,"Papiol, el",casos per cada 100 habitants,dones,,19.7
T1/2022,"Papiol, el",casos per cada 100 habitants,total,,19.0
T1/2022,Parets del Vallès,casos confirmats,homes,,1556
T1/2022,Parets del Vallès,casos confirmats,dones,,1676
T1/2022,Parets del Vallès,casos confirmats,total,,3232
T1/2022,Parets del Vallès,casos per cada 100 habitants,homes,,16.3
T1/2022,Parets del Vallès,casos per cada 100 habitants,dones,,17.5
T1/2022,Parets del Vallès,casos per cada 100 habitants,total,,16.9
T1/2022,Parlavà,casos confirmats,homes,,28
T1/2022,Parlavà,casos confirmats,dones,,29
T1/2022,Parlavà,casos confirmats,total,,57
T1/2022,Parlavà,casos per cada 100 habitants,homes,,14.3
T1/2022,Parlavà,casos per cada 100 habitants,dones,,14.9
T1/2022,Parlavà,casos per cada 100 habitants,total,,14.6
T1/2022,Pau,casos confirmats,homes,,30
T1/2022,Pau,casos confirmats,dones,,35
T1/2022,Pau,casos confirmats,total,,65
T1/2022,Pau,casos per cada 100 habitants,homes,,10.7
T1/2022,Pau,casos per cada 100 habitants,dones,,12.6
T1/2022,Pau,casos per cada 100 habitants,total,,11.7
T1/2022,Paüls,casos confirmats,homes,,25
T1/2022,Paüls,casos confirmats,dones,,31
T1/2022,Paüls,casos confirmats,total,,56
T1/2022,Paüls,casos per cada 100 habitants,homes,,9.2
T1/2022,Paüls,casos per cada 100 habitants,dones,,11.4
T1/2022,Paüls,casos per cada 100 habitants,total,,10.3
T1/2022,Penelles,casos confirmats,homes,,38
T1/2022,Penelles,casos confirmats,dones,,24
T1/2022,Penelles,casos confirmats,total,,62
T1/2022,Penelles,casos per cada 100 habitants,homes,,14.9
T1/2022,Penelles,casos per cada 100 habitants,dones,,13.3
T1/2022,Penelles,casos per cada 100 habitants,total,,14.2
T1/2022,"Pera, la",casos confirmats,homes,,33
T1/2022,"Pera, la",casos confirmats,dones,,35
T1/2022,"Pera, la",casos confirmats,total,,68
T1/2022,"Pera, la",casos per cada 100 habitants,homes,,15.2
T1/2022,"Pera, la",casos per cada 100 habitants,dones,,16.1
T1/2022,"Pera, la",casos per cada 100 habitants,total,,15.6
T1/2022,Perafita,casos confirmats,homes,,33
T1/2022,Perafita,casos confirmats,dones,,45
T1/2022,Perafita,casos confirmats,total,,78
T1/2022,Perafita,casos per cada 100 habitants,homes,,15.9
T1/2022,Perafita,casos per cada 100 habitants,dones,,22.8
T1/2022,Perafita,casos per cada 100 habitants,total,,19.3
T1/2022,Perafort,casos confirmats,homes,,117
T1/2022,Perafort,casos confirmats,dones,,108
T1/2022,Perafort,casos confirmats,total,,225
T1/2022,Perafort,casos per cada 100 habitants,homes,,17.8
T1/2022,Perafort,casos per cada 100 habitants,dones,,17.9
T1/2022,Perafort,casos per cada 100 habitants,total,,17.8
T1/2022,Peralada,casos confirmats,homes,,111
T1/2022,Peralada,casos confirmats,dones,,153
T1/2022,Peralada,casos confirmats,total,,264
T1/2022,Peralada,casos per cada 100 habitants,homes,,11.8
T1/2022,Peralada,casos per cada 100 habitants,dones,,15.9
T1/2022,Peralada,casos per cada 100 habitants,total,,13.9
T1/2022,Peramola,casos confirmats,homes,,8
T1/2022,Peramola,casos confirmats,dones,,19
T1/2022,Peramola,casos confirmats,total,,27
T1/2022,Peramola,casos per cada 100 habitants,homes,,4.6
T1/2022,Peramola,casos per cada 100 habitants,dones,,10.9
T1/2022,Peramola,casos per cada 100 habitants,total,,7.8
T1/2022,"Perelló, el",casos confirmats,homes,,202
T1/2022,"Perelló, el",casos confirmats,dones,,240
T1/2022,"Perelló, el",casos confirmats,total,,442
T1/2022,"Perelló, el",casos per cada 100 habitants,homes,,14.0
T1/2022,"Perelló, el",casos per cada 100 habitants,dones,,17.3
T1/2022,"Perelló, el",casos per cada 100 habitants,total,,15.6
T1/2022,Piera,casos confirmats,homes,,1125
T1/2022,Piera,casos confirmats,dones,,1233
T1/2022,Piera,casos confirmats,total,,2358
T1/2022,Piera,casos per cada 100 habitants,homes,,13.6
T1/2022,Piera,casos per cada 100 habitants,dones,,15.6
T1/2022,Piera,casos per cada 100 habitants,total,,14.6
T1/2022,"Piles, les",casos confirmats,homes,,0
T1/2022,"Piles, les",casos confirmats,dones,,0
T1/2022,"Piles, les",casos confirmats,total,,0
T1/2022,"Piles, les",casos per cada 100 habitants,homes,,0.0
T1/2022,"Piles, les",casos per cada 100 habitants,dones,,0.0
T1/2022,"Piles, les",casos per cada 100 habitants,total,,0.0
T1/2022,Pineda de Mar,casos confirmats,homes,,1718
T1/2022,Pineda de Mar,casos confirmats,dones,,1971
T1/2022,Pineda de Mar,casos confirmats,total,,3689
T1/2022,Pineda de Mar,casos per cada 100 habitants,homes,,12.3
T1/2022,Pineda de Mar,casos per cada 100 habitants,dones,,14.0
T1/2022,Pineda de Mar,casos per cada 100 habitants,total,,13.2
T1/2022,"Pinell de Brai, el",casos confirmats,homes,,63
T1/2022,"Pinell de Brai, el",casos confirmats,dones,,74
T1/2022,"Pinell de Brai, el",casos confirmats,total,,137
T1/2022,"Pinell de Brai, el",casos per cada 100 habitants,homes,,12.3
T1/2022,"Pinell de Brai, el",casos per cada 100 habitants,dones,,14.9
T1/2022,"Pinell de Brai, el",casos per cada 100 habitants,total,,13.6
T1/2022,Pinell de Solsonès,casos confirmats,homes,..,null
T1/2022,Pinell de Solsonès,casos confirmats,dones,..,null
T1/2022,Pinell de Solsonès,casos confirmats,total,..,null
T1/2022,Pinell de Solsonès,casos per cada 100 habitants,homes,..,null
T1/2022,Pinell de Solsonès,casos per cada 100 habitants,dones,..,null
T1/2022,Pinell de Solsonès,casos per cada 100 habitants,total,..,null
T1/2022,Pinós,casos confirmats,homes,,15
T1/2022,Pinós,casos confirmats,dones,,7
T1/2022,Pinós,casos confirmats,total,,22
T1/2022,Pinós,casos per cada 100 habitants,homes,,9.9
T1/2022,Pinós,casos per cada 100 habitants,dones,,5.2
T1/2022,Pinós,casos per cada 100 habitants,total,,7.7
T1/2022,Pira,casos confirmats,homes,,55
T1/2022,Pira,casos confirmats,dones,,58
T1/2022,Pira,casos confirmats,total,,113
T1/2022,Pira,casos per cada 100 habitants,homes,,20.4
T1/2022,Pira,casos per cada 100 habitants,dones,,24.9
T1/2022,Pira,casos per cada 100 habitants,total,,22.5
T1/2022,"Pla de Santa Maria, el",casos confirmats,homes,,196
T1/2022,"Pla de Santa Maria, el",casos confirmats,dones,,186
T1/2022,"Pla de Santa Maria, el",casos confirmats,total,,382
T1/2022,"Pla de Santa Maria, el",casos per cada 100 habitants,homes,,15.9
T1/2022,"Pla de Santa Maria, el",casos per cada 100 habitants,dones,,16.6
T1/2022,"Pla de Santa Maria, el",casos per cada 100 habitants,total,,16.3
T1/2022,"Pla del Penedès, el",casos confirmats,homes,,88
T1/2022,"Pla del Penedès, el",casos confirmats,dones,,107
T1/2022,"Pla del Penedès, el",casos confirmats,total,,195
T1/2022,"Pla del Penedès, el",casos per cada 100 habitants,homes,,13.8
T1/2022,"Pla del Penedès, el",casos per cada 100 habitants,dones,,16.8
T1/2022,"Pla del Penedès, el",casos per cada 100 habitants,total,,15.3
T1/2022,"Planes d'Hostoles, les",casos confirmats,homes,,112
T1/2022,"Planes d'Hostoles, les",casos confirmats,dones,,128
T1/2022,"Planes d'Hostoles, les",casos confirmats,total,,240
T1/2022,"Planes d'Hostoles, les",casos per cada 100 habitants,homes,,12.9
T1/2022,"Planes d'Hostoles, les",casos per cada 100 habitants,dones,,15.1
T1/2022,"Planes d'Hostoles, les",casos per cada 100 habitants,total,,14.0
T1/2022,Planoles,casos confirmats,homes,,19
T1/2022,Planoles,casos confirmats,dones,,22
T1/2022,Planoles,casos confirmats,total,,41
T1/2022,Planoles,casos per cada 100 habitants,homes,,11.5
T1/2022,Planoles,casos per cada 100 habitants,dones,,15.8
T1/2022,Planoles,casos per cada 100 habitants,total,,13.5
T1/2022,"Plans de Sió, els",casos confirmats,homes,,37
T1/2022,"Plans de Sió, els",casos confirmats,dones,,37
T1/2022,"Plans de Sió, els",casos confirmats,total,,74
T1/2022,"Plans de Sió, els",casos per cada 100 habitants,homes,,13.9
T1/2022,"Plans de Sió, els",casos per cada 100 habitants,dones,,16.4
T1/2022,"Plans de Sió, els",casos per cada 100 habitants,total,,15.1
T1/2022,"Poal, el",casos confirmats,homes,,40
T1/2022,"Poal, el",casos confirmats,dones,,50
T1/2022,"Poal, el",casos confirmats,total,,90
T1/2022,"Poal, el",casos per cada 100 habitants,homes,,11.4
T1/2022,"Poal, el",casos per cada 100 habitants,dones,,15.6
T1/2022,"Poal, el",casos per cada 100 habitants,total,,13.4
T1/2022,"Pobla de Claramunt, la",casos confirmats,homes,,219
T1/2022,"Pobla de Claramunt, la",casos confirmats,dones,,219
T1/2022,"Pobla de Claramunt, la",casos confirmats,total,,438
T1/2022,"Pobla de Claramunt, la",casos per cada 100 habitants,homes,,19.7
T1/2022,"Pobla de Claramunt, la",casos per cada 100 habitants,dones,,20.4
T1/2022,"Pobla de Claramunt, la",casos per cada 100 habitants,total,,20.0
T1/2022,"Pobla de Lillet, la",casos confirmats,homes,,62
T1/2022,"Pobla de Lillet, la",casos confirmats,dones,,67
T1/2022,"Pobla de Lillet, la",casos confirmats,total,,129
T1/2022,"Pobla de Lillet, la",casos per cada 100 habitants,homes,,11.7
T1/2022,"Pobla de Lillet, la",casos per cada 100 habitants,dones,,11.9
T1/2022,"Pobla de Lillet, la",casos per cada 100 habitants,total,,11.8
T1/2022,"Pobla de Mafumet, la",casos confirmats,homes,,311
T1/2022,"Pobla de Mafumet, la",casos confirmats,dones,,310
T1/2022,"Pobla de Mafumet, la",casos confirmats,total,,621
T1/2022,"Pobla de Mafumet, la",casos per cada 100 habitants,homes,,15.4
T1/2022,"Pobla de Mafumet, la",casos per cada 100 habitants,dones,,15.9
T1/2022,"Pobla de Mafumet, la",casos per cada 100 habitants,total,,15.6
T1/2022,"Pobla de Massaluca, la",casos confirmats,homes,,28
T1/2022,"Pobla de Massaluca, la",casos confirmats,dones,,29
T1/2022,"Pobla de Massaluca, la",casos confirmats,total,,57
T1/2022,"Pobla de Massaluca, la",casos per cada 100 habitants,homes,,15.6
T1/2022,"Pobla de Massaluca, la",casos per cada 100 habitants,dones,,21.2
T1/2022,"Pobla de Massaluca, la",casos per cada 100 habitants,total,,18.0
T1/2022,"Pobla de Montornès, la",casos confirmats,homes,,229
T1/2022,"Pobla de Montornès, la",casos confirmats,dones,,224
T1/2022,"Pobla de Montornès, la",casos confirmats,total,,453
T1/2022,"Pobla de Montornès, la",casos per cada 100 habitants,homes,,15.2
T1/2022,"Pobla de Montornès, la",casos per cada 100 habitants,dones,,16.2
T1/2022,"Pobla de Montornès, la",casos per cada 100 habitants,total,,15.7
T1/2022,"Pobla de Segur, la",casos confirmats,homes,,283
T1/2022,"Pobla de Segur, la",casos confirmats,dones,,298
T1/2022,"Pobla de Segur, la",casos confirmats,total,,581
T1/2022,"Pobla de Segur, la",casos per cada 100 habitants,homes,,18.7
T1/2022,"Pobla de Segur, la",casos per cada 100 habitants,dones,,19.5
T1/2022,"Pobla de Segur, la",casos per cada 100 habitants,total,,19.1
T1/2022,Poboleda,casos confirmats,homes,,24
T1/2022,Poboleda,casos confirmats,dones,,28
T1/2022,Poboleda,casos confirmats,total,,52
T1/2022,Poboleda,casos per cada 100 habitants,homes,,14.5
T1/2022,Poboleda,casos per cada 100 habitants,dones,,18.1
T1/2022,Poboleda,casos per cada 100 habitants,total,,16.2
T1/2022,Polinyà,casos confirmats,homes,,645
T1/2022,Polinyà,casos confirmats,dones,,762
T1/2022,Polinyà,casos confirmats,total,,1407
T1/2022,Polinyà,casos per cada 100 habitants,homes,,14.9
T1/2022,Polinyà,casos per cada 100 habitants,dones,,18.2
T1/2022,Polinyà,casos per cada 100 habitants,total,,16.5
T1/2022,"Pont d'Armentera, el",casos confirmats,homes,,43
T1/2022,"Pont d'Armentera, el",casos confirmats,dones,,36
T1/2022,"Pont d'Armentera, el",casos confirmats,total,,79
T1/2022,"Pont d'Armentera, el",casos per cada 100 habitants,homes,,17.3
T1/2022,"Pont d'Armentera, el",casos per cada 100 habitants,dones,,15.1
T1/2022,"Pont d'Armentera, el",casos per cada 100 habitants,total,,16.2
T1/2022,Pont de Molins,casos confirmats,homes,,31
T1/2022,Pont de Molins,casos confirmats,dones,,48
T1/2022,Pont de Molins,casos confirmats,total,,79
T1/2022,Pont de Molins,casos per cada 100 habitants,homes,,11.9
T1/2022,Pont de Molins,casos per cada 100 habitants,dones,,18.8
T1/2022,Pont de Molins,casos per cada 100 habitants,total,,15.3
T1/2022,"Pont de Suert, el",casos confirmats,homes,,210
T1/2022,"Pont de Suert, el",casos confirmats,dones,,233
T1/2022,"Pont de Suert, el",casos confirmats,total,,443
T1/2022,"Pont de Suert, el",casos per cada 100 habitants,homes,,18.6
T1/2022,"Pont de Suert, el",casos per cada 100 habitants,dones,,20.6
T1/2022,"Pont de Suert, el",casos per cada 100 habitants,total,,19.6
T1/2022,"Pont de Vilomara i Rocafort, el",casos confirmats,homes,,289
T1/2022,"Pont de Vilomara i Rocafort, el",casos confirmats,dones,,342
T1/2022,"Pont de Vilomara i Rocafort, el",casos confirmats,total,,631
T1/2022,"Pont de Vilomara i Rocafort, el",casos per cada 100 habitants,homes,,14.4
T1/2022,"Pont de Vilomara i Rocafort, el",casos per cada 100 habitants,dones,,18.0
T1/2022,"Pont de Vilomara i Rocafort, el",casos per cada 100 habitants,total,,16.2
T1/2022,Pontons,casos confirmats,homes,,28
T1/2022,Pontons,casos confirmats,dones,,30
T1/2022,Pontons,casos confirmats,total,,58
T1/2022,Pontons,casos per cada 100 habitants,homes,,9.9
T1/2022,Pontons,casos per cada 100 habitants,dones,,12.2
T1/2022,Pontons,casos per cada 100 habitants,total,,11.0
T1/2022,Pontós,casos confirmats,homes,,21
T1/2022,Pontós,casos confirmats,dones,,17
T1/2022,Pontós,casos confirmats,total,,38
T1/2022,Pontós,casos per cada 100 habitants,homes,,14.9
T1/2022,Pontós,casos per cada 100 habitants,dones,,14.3
T1/2022,Pontós,casos per cada 100 habitants,total,,14.6
T1/2022,Ponts,casos confirmats,homes,,226
T1/2022,Ponts,casos confirmats,dones,,262
T1/2022,Ponts,casos confirmats,total,,488
T1/2022,Ponts,casos per cada 100 habitants,homes,,16.9
T1/2022,Ponts,casos per cada 100 habitants,dones,,20.0
T1/2022,Ponts,casos per cada 100 habitants,total,,18.5
T1/2022,Porqueres,casos confirmats,homes,,361
T1/2022,Porqueres,casos confirmats,dones,,431
T1/2022,Porqueres,casos confirmats,total,,792
T1/2022,Porqueres,casos per cada 100 habitants,homes,,15.7
T1/2022,Porqueres,casos per cada 100 habitants,dones,,18.2
T1/2022,Porqueres,casos per cada 100 habitants,total,,16.9
T1/2022,Porrera,casos confirmats,homes,,28
T1/2022,Porrera,casos confirmats,dones,,36
T1/2022,Porrera,casos confirmats,total,,64
T1/2022,Porrera,casos per cada 100 habitants,homes,,12.6
T1/2022,Porrera,casos per cada 100 habitants,dones,,17.9
T1/2022,Porrera,casos per cada 100 habitants,total,,15.1
T1/2022,"Port de la Selva, el",casos confirmats,homes,,57
T1/2022,"Port de la Selva, el",casos confirmats,dones,,58
T1/2022,"Port de la Selva, el",casos confirmats,total,,115
T1/2022,"Port de la Selva, el",casos per cada 100 habitants,homes,,11.5
T1/2022,"Port de la Selva, el",casos per cada 100 habitants,dones,,12.6
T1/2022,"Port de la Selva, el",casos per cada 100 habitants,total,,12.0
T1/2022,Portbou,casos confirmats,homes,,54
T1/2022,Portbou,casos confirmats,dones,,69
T1/2022,Portbou,casos confirmats,total,,123
T1/2022,Portbou,casos per cada 100 habitants,homes,,10.4
T1/2022,Portbou,casos per cada 100 habitants,dones,,12.7
T1/2022,Portbou,casos per cada 100 habitants,total,,11.6
T1/2022,"Portella, la",casos confirmats,homes,,27
T1/2022,"Portella, la",casos confirmats,dones,,35
T1/2022,"Portella, la",casos confirmats,total,,62
T1/2022,"Portella, la",casos per cada 100 habitants,homes,,6.4
T1/2022,"Portella, la",casos per cada 100 habitants,dones,,10.9
T1/2022,"Portella, la",casos per cada 100 habitants,total,,8.3
T1/2022,Prades,casos confirmats,homes,,61
T1/2022,Prades,casos confirmats,dones,,59
T1/2022,Prades,casos confirmats,total,,120
T1/2022,Prades,casos per cada 100 habitants,homes,,19.6
T1/2022,Prades,casos per cada 100 habitants,dones,,21.3
T1/2022,Prades,casos per cada 100 habitants,total,,20.4
T1/2022,"Prat de Llobregat, el",casos confirmats,homes,,4312
T1/2022,"Prat de Llobregat, el",casos confirmats,dones,,4946
T1/2022,"Prat de Llobregat, el",casos confirmats,total,,9258
T1/2022,"Prat de Llobregat, el",casos per cada 100 habitants,homes,,13.5
T1/2022,"Prat de Llobregat, el",casos per cada 100 habitants,dones,,14.8
T1/2022,"Prat de Llobregat, el",casos per cada 100 habitants,total,,14.2
T1/2022,Pratdip,casos confirmats,homes,,36
T1/2022,Pratdip,casos confirmats,dones,,32
T1/2022,Pratdip,casos confirmats,total,,68
T1/2022,Pratdip,casos per cada 100 habitants,homes,,9.3
T1/2022,Pratdip,casos per cada 100 habitants,dones,,9.5
T1/2022,Pratdip,casos per cada 100 habitants,total,,9.4
T1/2022,Prats de Lluçanès,casos confirmats,homes,,161
T1/2022,Prats de Lluçanès,casos confirmats,dones,,204
T1/2022,Prats de Lluçanès,casos confirmats,total,,365
T1/2022,Prats de Lluçanès,casos per cada 100 habitants,homes,,12.3
T1/2022,Prats de Lluçanès,casos per cada 100 habitants,dones,,15.7
T1/2022,Prats de Lluçanès,casos per cada 100 habitants,total,,14.0
T1/2022,"Prats de Rei, els",casos confirmats,homes,,49
T1/2022,"Prats de Rei, els",casos confirmats,dones,,42
T1/2022,"Prats de Rei, els",casos confirmats,total,,91
T1/2022,"Prats de Rei, els",casos per cada 100 habitants,homes,,17.1
T1/2022,"Prats de Rei, els",casos per cada 100 habitants,dones,,16.7
T1/2022,"Prats de Rei, els",casos per cada 100 habitants,total,,16.9
T1/2022,Prats i Sansor,casos confirmats,homes,,11
T1/2022,Prats i Sansor,casos confirmats,dones,,13
T1/2022,Prats i Sansor,casos confirmats,total,,24
T1/2022,Prats i Sansor,casos per cada 100 habitants,homes,,9.5
T1/2022,Prats i Sansor,casos per cada 100 habitants,dones,,12.3
T1/2022,Prats i Sansor,casos per cada 100 habitants,total,,10.8
T1/2022,Preixana,casos confirmats,homes,,20
T1/2022,Preixana,casos confirmats,dones,,22
T1/2022,Preixana,casos confirmats,total,,42
T1/2022,Preixana,casos per cada 100 habitants,homes,,10.0
T1/2022,Preixana,casos per cada 100 habitants,dones,,11.8
T1/2022,Preixana,casos per cada 100 habitants,total,,10.9
T1/2022,Preixens,casos confirmats,homes,,24
T1/2022,Preixens,casos confirmats,dones,,24
T1/2022,Preixens,casos confirmats,total,,48
T1/2022,Preixens,casos per cada 100 habitants,homes,,11.4
T1/2022,Preixens,casos per cada 100 habitants,dones,,11.6
T1/2022,Preixens,casos per cada 100 habitants,total,,11.5
T1/2022,Premià de Dalt,casos confirmats,homes,,738
T1/2022,Premià de Dalt,casos confirmats,dones,,909
T1/2022,Premià de Dalt,casos confirmats,total,,1647
T1/2022,Premià de Dalt,casos per cada 100 habitants,homes,,14.2
T1/2022,Premià de Dalt,casos per cada 100 habitants,dones,,17.3
T1/2022,Premià de Dalt,casos per cada 100 habitants,total,,15.8
T1/2022,Premià de Mar,casos confirmats,homes,,1974
T1/2022,Premià de Mar,casos confirmats,dones,,2377
T1/2022,Premià de Mar,casos confirmats,total,,4351
T1/2022,Premià de Mar,casos per cada 100 habitants,homes,,14.2
T1/2022,Premià de Mar,casos per cada 100 habitants,dones,,16.3
T1/2022,Premià de Mar,casos per cada 100 habitants,total,,15.3
T1/2022,"Preses, les",casos confirmats,homes,,110
T1/2022,"Preses, les",casos confirmats,dones,,141
T1/2022,"Preses, les",casos confirmats,total,,251
T1/2022,"Preses, les",casos per cada 100 habitants,homes,,11.9
T1/2022,"Preses, les",casos per cada 100 habitants,dones,,15.1
T1/2022,"Preses, les",casos per cada 100 habitants,total,,13.5
T1/2022,Prullans,casos confirmats,homes,,8
T1/2022,Prullans,casos confirmats,dones,,11
T1/2022,Prullans,casos confirmats,total,,19
T1/2022,Prullans,casos per cada 100 habitants,homes,,7.7
T1/2022,Prullans,casos per cada 100 habitants,dones,,9.0
T1/2022,Prullans,casos per cada 100 habitants,total,,8.4
T1/2022,Puigcerdà,casos confirmats,homes,,435
T1/2022,Puigcerdà,casos confirmats,dones,,479
T1/2022,Puigcerdà,casos confirmats,total,,914
T1/2022,Puigcerdà,casos per cada 100 habitants,homes,,9.2
T1/2022,Puigcerdà,casos per cada 100 habitants,dones,,10.0
T1/2022,Puigcerdà,casos per cada 100 habitants,total,,9.6
T1/2022,Puigdàlber,casos confirmats,homes,,23
T1/2022,Puigdàlber,casos confirmats,dones,,46
T1/2022,Puigdàlber,casos confirmats,total,,69
T1/2022,Puigdàlber,casos per cada 100 habitants,homes,,9.2
T1/2022,Puigdàlber,casos per cada 100 habitants,dones,,16.7
T1/2022,Puigdàlber,casos per cada 100 habitants,total,,13.2
T1/2022,Puiggròs,casos confirmats,homes,,21
T1/2022,Puiggròs,casos confirmats,dones,,18
T1/2022,Puiggròs,casos confirmats,total,,39
T1/2022,Puiggròs,casos per cada 100 habitants,homes,,14.8
T1/2022,Puiggròs,casos per cada 100 habitants,dones,,13.2
T1/2022,Puiggròs,casos per cada 100 habitants,total,,14.0
T1/2022,Puigpelat,casos confirmats,homes,,123
T1/2022,Puigpelat,casos confirmats,dones,,101
T1/2022,Puigpelat,casos confirmats,total,,224
T1/2022,Puigpelat,casos per cada 100 habitants,homes,,20.4
T1/2022,Puigpelat,casos per cada 100 habitants,dones,,18.1
T1/2022,Puigpelat,casos per cada 100 habitants,total,,19.3
T1/2022,Puig-reig,casos confirmats,homes,,374
T1/2022,Puig-reig,casos confirmats,dones,,368
T1/2022,Puig-reig,casos confirmats,total,,742
T1/2022,Puig-reig,casos per cada 100 habitants,homes,,17.5
T1/2022,Puig-reig,casos per cada 100 habitants,dones,,17.0
T1/2022,Puig-reig,casos per cada 100 habitants,total,,17.3
T1/2022,Puigverd d'Agramunt,casos confirmats,homes,,0
T1/2022,Puigverd d'Agramunt,casos confirmats,dones,,0
T1/2022,Puigverd d'Agramunt,casos confirmats,total,,0
T1/2022,Puigverd d'Agramunt,casos per cada 100 habitants,homes,,0.0
T1/2022,Puigverd d'Agramunt,casos per cada 100 habitants,dones,,0.0
T1/2022,Puigverd d'Agramunt,casos per cada 100 habitants,total,,0.0
T1/2022,Puigverd de Lleida,casos confirmats,homes,,72
T1/2022,Puigverd de Lleida,casos confirmats,dones,,85
T1/2022,Puigverd de Lleida,casos confirmats,total,,157
T1/2022,Puigverd de Lleida,casos per cada 100 habitants,homes,,10.4
T1/2022,Puigverd de Lleida,casos per cada 100 habitants,dones,,13.0
T1/2022,Puigverd de Lleida,casos per cada 100 habitants,total,,11.6
T1/2022,Pujalt,casos confirmats,homes,,0
T1/2022,Pujalt,casos confirmats,dones,,0
T1/2022,Pujalt,casos confirmats,total,,0
T1/2022,Pujalt,casos per cada 100 habitants,homes,,0.0
T1/2022,Pujalt,casos per cada 100 habitants,dones,,0.0
T1/2022,Pujalt,casos per cada 100 habitants,total,,0.0
T1/2022,Quart,casos confirmats,homes,,332
T1/2022,Quart,casos confirmats,dones,,390
T1/2022,Quart,casos confirmats,total,,722
T1/2022,Quart,casos per cada 100 habitants,homes,,17.4
T1/2022,Quart,casos per cada 100 habitants,dones,,20.7
T1/2022,Quart,casos per cada 100 habitants,total,,19.0
T1/2022,Querol,casos confirmats,homes,,27
T1/2022,Querol,casos confirmats,dones,,20
T1/2022,Querol,casos confirmats,total,,47
T1/2022,Querol,casos per cada 100 habitants,homes,,9.5
T1/2022,Querol,casos per cada 100 habitants,dones,,8.6
T1/2022,Querol,casos per cada 100 habitants,total,,9.1
T1/2022,Rabós,casos confirmats,homes,..,null
T1/2022,Rabós,casos confirmats,dones,..,null
T1/2022,Rabós,casos confirmats,total,..,null
T1/2022,Rabós,casos per cada 100 habitants,homes,..,null
T1/2022,Rabós,casos per cada 100 habitants,dones,..,null
T1/2022,Rabós,casos per cada 100 habitants,total,..,null
T1/2022,Rajadell,casos confirmats,homes,,38
T1/2022,Rajadell,casos confirmats,dones,,50
T1/2022,Rajadell,casos confirmats,total,,88
T1/2022,Rajadell,casos per cada 100 habitants,homes,,13.9
T1/2022,Rajadell,casos per cada 100 habitants,dones,,19.2
T1/2022,Rajadell,casos per cada 100 habitants,total,,16.5
T1/2022,"Ràpita, la",casos confirmats,homes,,952
T1/2022,"Ràpita, la",casos confirmats,dones,,1181
T1/2022,"Ràpita, la",casos confirmats,total,,2133
T1/2022,"Ràpita, la",casos per cada 100 habitants,homes,,13.0
T1/2022,"Ràpita, la",casos per cada 100 habitants,dones,,15.5
T1/2022,"Ràpita, la",casos per cada 100 habitants,total,,14.3
T1/2022,Rasquera,casos confirmats,homes,,39
T1/2022,Rasquera,casos confirmats,dones,,49
T1/2022,Rasquera,casos confirmats,total,,88
T1/2022,Rasquera,casos per cada 100 habitants,homes,,10.1
T1/2022,Rasquera,casos per cada 100 habitants,dones,,12.4
T1/2022,Rasquera,casos per cada 100 habitants,total,,11.2
T1/2022,Regencós,casos confirmats,homes,,14
T1/2022,Regencós,casos confirmats,dones,,12
T1/2022,Regencós,casos confirmats,total,,26
T1/2022,Regencós,casos per cada 100 habitants,homes,,9.3
